Project_ID,MP_ID,Contractor_ID,Sanctioned_Amount,Project_Category,Constituency,State,Syndicate_ID,Syndicate_Role,Is_Syndicate_Ringleader,Is_Split_Work,Score_ML_Anomaly,Score_Syndicate_Collusion,Score_MP_Concentration,Score_Work_Splitting,Score_Network_Centrality,Vigilance_Priority_Index,Priority_Tier,Forensic_Explanation
P00016552,MP0100,V028904,8290000.0,Sanitation,NASHIK-5,Maharashtra,NONE,INDEPENDENT,False,False,78.69,0.0,18.55,0.0,18.73,29.2,MEDIUM,[ML_ANOMALY] Physical/financial anomaly score 78.7/100
P00010076,MP0061,V016804,3860000.0,Electricity,AGRA-1,Uttar Pradesh,NONE,INDEPENDENT,False,False,38.22,0.0,58.45,0.0,26.62,24.23,LOW,Parameters within standard vigilance tolerances across all forensic layers
P00016699,MP0048,V002400,8220000.0,Electricity,AURANGABAD-4,Bihar,NONE,INDEPENDENT,False,False,49.3,0.0,11.15,0.0,13.63,18.51,LOW,Parameters within standard vigilance tolerances across all forensic layers
P00043413,MP0035,V026781,8550000.0,Community Development,JAIPUR-3,Rajasthan,NONE,INDEPENDENT,False,False,47.03,0.0,46.62,0.0,19.54,24.03,LOW,Parameters within standard vigilance tolerances across all forensic layers
P00004057,MP0082,V015765,4850000.0,Community Development,JODHPUR-3,Rajasthan,NONE,INDEPENDENT,False,False,39.59,0.0,43.42,0.0,28.75,22.7,LOW,Parameters within standard vigilance tolerances across all forensic layers
P00018432,MP0025,V008889,7310000.0,Community Development,JODHPUR-4,Rajasthan,NONE,INDEPENDENT,False,False,51.7,0.0,54.78,0.0,20.94,26.87,MEDIUM,[ML_ANOMALY] Physical/financial anomaly score 51.7/100
P00052840,MP0075,V030333,6430000.0,Sanitation,MADURAI-1,Tamil Nadu,NONE,INDEPENDENT,False,False,41.51,0.0,63.2,0.0,26.82,25.96,MEDIUM,Parameters within standard vigilance tolerances across all forensic layers
P00091539,MP0087,V010641,3470000.0,Healthcare,JAIPUR-2,Rajasthan,NONE,INDEPENDENT,False,False,39.94,0.0,13.75,0.0,28.37,18.3,LOW,Parameters within standard vigilance tolerances across all forensic layers
P00073467,MP0028,V035813,2180000.0,Road,SILIGURI-5,West Bengal,NONE,INDEPENDENT,False,False,18.98,0.0,45.08,0.0,23.0,15.91,LOW,Parameters within standard vigilance tolerances across all forensic layers
P00098271,MP0035,V005702,3190000.0,Electricity,JAIPUR-3,Rajasthan,NONE,INDEPENDENT,False,False,30.49,0.0,46.62,0.0,29.02,20.49,LOW,Parameters within standard vigilance tolerances across all forensic layers
P00064882,MP0027,V023508,770000.0,Community Development,MUZAFFARPUR-5,Bihar,NONE,INDEPENDENT,False,False,34.46,0.0,64.5,0.0,17.37,22.62,LOW,Parameters within standard vigilance tolerances across all forensic layers
P00044327,MP0029,V039364,7190000.0,Healthcare,JODHPUR-2,Rajasthan,NONE,INDEPENDENT,False,False,41.09,0.0,82.12,0.0,53.61,32.69,MEDIUM,[MP_FAVORITISM] Awarded by high-concentration MP MP0029 (Allocation Risk: 82.1)
P00054831,MP0090,V040254,7970000.0,Sports,COIMBATORE-1,Tamil Nadu,NONE,INDEPENDENT,False,False,47.08,0.0,60.25,0.0,21.33,26.36,MEDIUM,Parameters within standard vigilance tolerances across all forensic layers
P00034330,MP0011,V032276,3220000.0,Community Development,KOTA-5,Rajasthan,NONE,INDEPENDENT,False,False,25.21,0.0,46.9,0.0,28.37,18.85,LOW,Parameters within standard vigilance tolerances across all forensic layers
P00086080,MP0074,V016736,5240000.0,Water Supply,LATUR-4,Maharashtra,NONE,INDEPENDENT,False,False,45.17,0.0,52.9,0.0,29.78,25.95,MEDIUM,Parameters within standard vigilance tolerances across all forensic layers
P00088429,MP0037,V026416,6150000.0,Healthcare,UJJAIN-2,Madhya Pradesh,NONE,INDEPENDENT,False,False,48.67,0.0,30.42,0.0,20.96,22.31,LOW,Parameters within standard vigilance tolerances across all forensic layers
P00069042,MP0018,V026079,3400000.0,Education,JODHPUR-3,Rajasthan,NONE,INDEPENDENT,False,False,25.14,0.0,50.18,0.0,44.47,21.74,LOW,Parameters within standard vigilance tolerances across all forensic layers
P00031731,MP0068,V032471,7790000.0,Water Supply,BHAGALPUR-1,Bihar,NONE,INDEPENDENT,False,False,45.51,0.0,79.25,0.0,18.66,28.34,MEDIUM,[MP_FAVORITISM] Awarded by high-concentration MP MP0068 (Allocation Risk: 79.2)
P00026101,MP0057,V018980,9380000.0,Agriculture,SILIGURI-2,West Bengal,NONE,INDEPENDENT,False,False,86.44,0.0,26.08,0.0,44.45,36.51,MEDIUM,[ML_ANOMALY] Physical/financial anomaly score 86.4/100
P00066625,MP0044,V020559,6850000.0,Sanitation,BELAGAVI-4,Karnataka,NONE,INDEPENDENT,False,False,51.44,0.0,26.92,0.0,21.15,22.64,LOW,[ML_ANOMALY] Physical/financial anomaly score 51.4/100
P00090016,MP0065,V021228,4430000.0,Agriculture,CHENNAI-1,Tamil Nadu,NONE,INDEPENDENT,False,False,45.71,0.0,94.85,0.0,20.07,30.95,MEDIUM,[MP_FAVORITISM] Awarded by high-concentration MP MP0065 (Allocation Risk: 94.8)
P00015325,MP0001,V041243,7860000.0,Agriculture,BELAGAVI-3,Karnataka,NONE,INDEPENDENT,False,False,55.07,0.0,70.55,0.0,19.23,29.99,MEDIUM,[ML_ANOMALY] Physical/financial anomaly score 55.1/100; [MP_FAVORITISM] Awarded by high-concentration MP MP0001 (Allocation Risk: 70.5)
P00025663,MP0061,V020022,6940000.0,Electricity,AGRA-1,Uttar Pradesh,NONE,INDEPENDENT,False,False,41.38,0.0,58.45,0.0,17.91,23.87,LOW,Parameters within standard vigilance tolerances across all forensic layers
P00035711,MP0027,V010855,3700000.0,Agriculture,MUZAFFARPUR-5,Bihar,NONE,INDEPENDENT,False,False,39.92,0.0,64.5,0.0,19.78,24.62,LOW,Parameters within standard vigilance tolerances across all forensic layers
P00049678,MP0091,V033413,3830000.0,Healthcare,BHOPAL-1,Madhya Pradesh,NONE,INDEPENDENT,False,False,32.2,0.0,69.55,0.0,26.17,24.02,LOW,Parameters within standard vigilance tolerances across all forensic layers
P00008970,MP0082,V034972,5260000.0,Healthcare,JODHPUR-3,Rajasthan,NONE,INDEPENDENT,False,False,43.92,0.0,43.42,0.0,28.36,23.94,LOW,Parameters within standard vigilance tolerances across all forensic layers
P00053047,MP0006,V017021,6290000.0,Electricity,MADURAI-5,Tamil Nadu,NONE,INDEPENDENT,False,False,45.95,0.0,39.78,0.0,33.01,24.7,LOW,Parameters within standard vigilance tolerances across all forensic layers
P00066176,MP0047,V041400,9500000.0,Agriculture,SILIGURI-2,West Bengal,NONE,INDEPENDENT,False,False,48.19,0.0,85.32,0.0,32.86,32.18,MEDIUM,[MP_FAVORITISM] Awarded by high-concentration MP MP0047 (Allocation Risk: 85.3)
P00077457,MP0085,V017349,2210000.0,Healthcare,KOLKATA-1,West Bengal,NONE,INDEPENDENT,False,False,22.41,0.0,85.52,0.0,33.02,24.5,LOW,[MP_FAVORITISM] Awarded by high-concentration MP MP0085 (Allocation Risk: 85.5)
P00013526,MP0010,V004933,9890000.0,Water Supply,BELAGAVI-4,Karnataka,NONE,INDEPENDENT,False,False,53.15,0.0,29.25,0.0,20.06,23.34,LOW,[ML_ANOMALY] Physical/financial anomaly score 53.1/100
P00058901,MP0044,V042480,7370000.0,Road,BELAGAVI-4,Karnataka,NONE,INDEPENDENT,False,False,50.84,0.0,26.92,0.0,32.14,24.11,LOW,[ML_ANOMALY] Physical/financial anomaly score 50.8/100
P00074084,MP0004,V025786,9820000.0,Electricity,PUNE-1,Maharashtra,NONE,INDEPENDENT,False,False,54.51,0.0,39.17,0.0,52.03,30.03,MEDIUM,[ML_ANOMALY] Physical/financial anomaly score 54.5/100
P00050655,MP0084,V001817,2190000.0,Education,BELAGAVI-4,Karnataka,NONE,INDEPENDENT,False,False,19.04,0.0,52.1,0.0,37.13,19.1,LOW,Parameters within standard vigilance tolerances across all forensic layers
P00099447,MP0013,V001946,7300000.0,Community Development,LUCKNOW-5,Uttar Pradesh,NONE,INDEPENDENT,False,False,60.65,0.0,30.48,0.0,18.1,25.48,MEDIUM,[ML_ANOMALY] Physical/financial anomaly score 60.6/100
P00052624,MP0079,V013096,5100000.0,Healthcare,KOLKATA-5,West Bengal,NONE,INDEPENDENT,False,False,48.35,0.0,67.32,0.0,17.36,27.21,MEDIUM,Parameters within standard vigilance tolerances across all forensic layers
P00092280,MP0068,V012482,5010000.0,Education,BHAGALPUR-1,Bihar,NONE,INDEPENDENT,False,False,45.21,0.0,79.25,0.0,28.2,29.68,MEDIUM,[MP_FAVORITISM] Awarded by high-concentration MP MP0068 (Allocation Risk: 79.2)
P00011689,MP0097,V009037,590000.0,Healthcare,INDORE-4,Madhya Pradesh,NONE,INDEPENDENT,False,False,31.07,0.0,68.18,0.0,23.25,23.04,LOW,Parameters within standard vigilance tolerances across all forensic layers
P00073066,MP0034,V018042,2950000.0,Community Development,BALLARI-5,Karnataka,NONE,INDEPENDENT,False,False,25.07,0.0,52.88,0.0,27.4,19.56,LOW,Parameters within standard vigilance tolerances across all forensic layers
P00024189,MP0056,V006623,6720000.0,Education,WARANGAL-5,Telangana,NONE,INDEPENDENT,False,False,45.96,0.0,41.58,0.0,27.45,24.14,LOW,Parameters within standard vigilance tolerances across all forensic layers
P00038811,MP0078,V038146,2470000.0,Education,BENGALURU-2,Karnataka,NONE,INDEPENDENT,False,False,28.27,0.0,89.12,0.0,17.83,24.52,LOW,[MP_FAVORITISM] Awarded by high-concentration MP MP0078 (Allocation Risk: 89.1)
P00076073,MP0051,V024157,7960000.0,Water Supply,JAIPUR-5,Rajasthan,NONE,INDEPENDENT,False,False,48.41,0.0,73.18,0.0,26.66,29.5,MEDIUM,[MP_FAVORITISM] Awarded by high-concentration MP MP0051 (Allocation Risk: 73.2)
P00059417,MP0031,V006077,7820000.0,Healthcare,SURAT-4,Gujarat,NONE,INDEPENDENT,False,False,47.55,0.0,41.6,0.0,28.73,24.81,LOW,Parameters within standard vigilance tolerances across all forensic layers
P00024894,MP0016,V023454,7970000.0,Road,KALABURAGI-2,Karnataka,NONE,INDEPENDENT,False,False,58.94,0.0,21.02,0.0,32.99,25.78,MEDIUM,[ML_ANOMALY] Physical/financial anomaly score 58.9/100
P00009962,MP0025,V012164,9680000.0,Community Development,JODHPUR-4,Rajasthan,NONE,INDEPENDENT,False,False,55.77,0.0,54.78,0.0,32.3,29.79,MEDIUM,[ML_ANOMALY] Physical/financial anomaly score 55.8/100
P00015830,MP0019,V026641,5070000.0,Sanitation,AURANGABAD-1,Bihar,NONE,INDEPENDENT,False,False,59.18,0.0,8.43,0.0,18.14,21.74,LOW,[ML_ANOMALY] Physical/financial anomaly score 59.2/100
P00016696,MP0027,V003770,8220000.0,Electricity,MUZAFFARPUR-5,Bihar,NONE,INDEPENDENT,False,False,52.34,0.0,64.5,0.0,8.3,26.62,MEDIUM,[ML_ANOMALY] Physical/financial anomaly score 52.3/100
P00066550,MP0084,V014706,6180000.0,Electricity,BELAGAVI-4,Karnataka,NONE,INDEPENDENT,False,False,46.95,0.0,52.1,0.0,40.02,27.9,MEDIUM,Parameters within standard vigilance tolerances across all forensic layers
P00020365,MP0004,V048808,8680000.0,Water Supply,PUNE-1,Maharashtra,NONE,INDEPENDENT,False,False,46.13,0.0,39.17,0.0,45.31,26.51,MEDIUM,Parameters within standard vigilance tolerances across all forensic layers
P00029201,MP0071,V037376,6290000.0,Healthcare,SALEM-2,Tamil Nadu,NONE,INDEPENDENT,False,False,45.34,0.0,74.47,0.0,18.48,27.54,MEDIUM,[MP_FAVORITISM] Awarded by high-concentration MP MP0071 (Allocation Risk: 74.5)
P00022939,MP0022,V014430,6910000.0,Electricity,MADURAI-3,Tamil Nadu,NONE,INDEPENDENT,False,False,49.78,0.0,64.62,0.0,29.59,29.07,MEDIUM,Parameters within standard vigilance tolerances across all forensic layers
P00069698,MP0032,V034571,8050000.0,Public Infrastructure,MYSURU-4,Karnataka,NONE,INDEPENDENT,False,False,46.39,0.0,68.18,0.0,27.05,28.2,MEDIUM,Parameters within standard vigilance tolerances across all forensic layers
P00079186,MP0002,V008794,870000.0,Road,GAYA-1,Bihar,NONE,INDEPENDENT,False,False,31.83,0.0,11.48,0.0,19.0,14.12,LOW,Parameters within standard vigilance tolerances across all forensic layers
P00089829,MP0047,V042648,4570000.0,Education,SILIGURI-2,West Bengal,NONE,INDEPENDENT,False,False,45.3,0.0,85.32,0.0,9.34,27.79,MEDIUM,[MP_FAVORITISM] Awarded by high-concentration MP MP0047 (Allocation Risk: 85.3)
P00019004,MP0097,V039501,1720000.0,Education,INDORE-4,Madhya Pradesh,NONE,INDEPENDENT,False,False,14.3,0.0,68.18,0.0,27.15,18.59,LOW,Parameters within standard vigilance tolerances across all forensic layers
P00081092,MP0020,V002605,8110000.0,Water Supply,BHAVNAGAR-2,Gujarat,NONE,INDEPENDENT,False,False,52.62,0.0,31.6,0.0,21.3,23.72,LOW,[ML_ANOMALY] Physical/financial anomaly score 52.6/100
P00006348,MP0040,V006815,7420000.0,Water Supply,JODHPUR-5,Rajasthan,NONE,INDEPENDENT,False,False,59.21,0.0,72.93,0.0,20.71,31.81,MEDIUM,[ML_ANOMALY] Physical/financial anomaly score 59.2/100; [MP_FAVORITISM] Awarded by high-concentration MP MP0040 (Allocation Risk: 72.9)
P00087491,MP0095,V009183,6370000.0,Public Infrastructure,SOLAPUR-4,Maharashtra,NONE,INDEPENDENT,False,False,42.32,0.0,65.53,0.0,14.13,24.64,LOW,Parameters within standard vigilance tolerances across all forensic layers
P00017270,MP0007,V001559,3130000.0,Water Supply,BHAGALPUR-5,Bihar,NONE,INDEPENDENT,False,False,26.72,0.0,58.42,0.0,14.71,18.99,LOW,Parameters within standard vigilance tolerances across all forensic layers
P00037405,MP0038,V043037,3940000.0,Public Infrastructure,KALABURAGI-3,Karnataka,NONE,INDEPENDENT,False,False,36.24,0.0,37.17,0.0,23.64,19.99,LOW,Parameters within standard vigilance tolerances across all forensic layers
P00052832,MP0033,V003920,8670000.0,Sports,NIZAMABAD-5,Telangana,NONE,INDEPENDENT,False,False,58.58,0.0,35.17,0.0,19.16,25.72,MEDIUM,[ML_ANOMALY] Physical/financial anomaly score 58.6/100
P00086336,MP0091,V033466,3090000.0,Agriculture,BHOPAL-1,Madhya Pradesh,NONE,INDEPENDENT,False,False,35.54,0.0,69.55,0.0,14.56,23.28,LOW,Parameters within standard vigilance tolerances across all forensic layers
P00090853,MP0048,V023738,8790000.0,Agriculture,AURANGABAD-4,Bihar,NONE,INDEPENDENT,False,False,48.16,0.0,11.15,0.0,26.55,20.1,LOW,Parameters within standard vigilance tolerances across all forensic layers
P00049159,MP0026,V013675,9870000.0,Public Infrastructure,WARANGAL-3,Telangana,NONE,INDEPENDENT,False,False,60.64,0.0,7.5,0.0,41.63,25.56,MEDIUM,[ML_ANOMALY] Physical/financial anomaly score 60.6/100
P00002924,MP0029,V027462,600000.0,Sports,JODHPUR-2,Rajasthan,NONE,INDEPENDENT,False,False,32.05,0.0,82.12,0.0,14.62,24.13,LOW,[MP_FAVORITISM] Awarded by high-concentration MP MP0029 (Allocation Risk: 82.1)
P00003165,MP0014,V036436,7350000.0,Public Infrastructure,DURGAPUR-5,West Bengal,NONE,INDEPENDENT,False,False,41.98,0.0,38.1,0.0,29.07,22.67,LOW,Parameters within standard vigilance tolerances across all forensic layers
P00061306,MP0032,V025070,1630000.0,Public Infrastructure,MYSURU-4,Karnataka,NONE,INDEPENDENT,False,False,19.98,0.0,68.18,0.0,30.63,20.82,LOW,Parameters within standard vigilance tolerances across all forensic layers
P00052591,MP0060,V045160,5660000.0,Electricity,HYDERABAD-1,Telangana,NONE,INDEPENDENT,False,False,50.08,0.0,55.78,0.0,32.87,28.32,MEDIUM,[ML_ANOMALY] Physical/financial anomaly score 50.1/100
P00045458,MP0006,V011776,9070000.0,Agriculture,MADURAI-5,Tamil Nadu,NONE,INDEPENDENT,False,False,47.44,0.0,39.78,0.0,56.07,28.61,MEDIUM,Parameters within standard vigilance tolerances across all forensic layers
P00092262,MP0008,V042354,7180000.0,Public Infrastructure,NANDED-4,Maharashtra,NONE,INDEPENDENT,False,False,45.61,0.0,53.02,0.0,7.83,22.81,LOW,Parameters within standard vigilance tolerances across all forensic layers
P00059408,MP0092,V038417,5170000.0,Water Supply,MADURAI-3,Tamil Nadu,NONE,INDEPENDENT,False,False,38.31,0.0,48.68,0.0,31.05,23.45,LOW,Parameters within standard vigilance tolerances across all forensic layers
P00026608,MP0088,V000470,2480000.0,Agriculture,INDORE-4,Madhya Pradesh,SYNDICATE_058,ACTIVE_PARTICIPANT,False,False,31.39,89.08,70.6,0.0,38.52,48.05,MEDIUM,[SYNDICATE] Contractor in SYNDICATE_058 (Shared Bank Collusion Risk: 89.1); [MP_FAVORITISM] Awarded by high-concentration MP MP0088 (Allocation Risk: 70.6)
P00071888,MP0060,V001665,2130000.0,Education,HYDERABAD-1,Telangana,NONE,INDEPENDENT,False,False,28.18,0.0,55.78,0.0,42.57,23.21,LOW,Parameters within standard vigilance tolerances across all forensic layers
P00087057,MP0035,V001646,8190000.0,Sanitation,JAIPUR-3,Rajasthan,NONE,INDEPENDENT,False,False,53.01,0.0,46.62,0.0,18.75,25.71,MEDIUM,[ML_ANOMALY] Physical/financial anomaly score 53.0/100
P00013926,MP0091,V021211,2860000.0,Healthcare,BHOPAL-1,Madhya Pradesh,NONE,INDEPENDENT,False,False,32.16,0.0,69.55,0.0,48.45,27.35,MEDIUM,Parameters within standard vigilance tolerances across all forensic layers
P00072546,MP0096,V013508,9650000.0,Agriculture,PUNE-3,Maharashtra,NONE,INDEPENDENT,False,False,58.53,0.0,54.12,0.0,27.0,29.73,MEDIUM,[ML_ANOMALY] Physical/financial anomaly score 58.5/100
P00011858,MP0098,V015592,7480000.0,Healthcare,PRAYAGRAJ-1,Uttar Pradesh,NONE,INDEPENDENT,False,False,45.78,0.0,66.6,0.0,19.51,26.65,MEDIUM,Parameters within standard vigilance tolerances across all forensic layers
P00050692,MP0100,V006769,8090000.0,Agriculture,NASHIK-5,Maharashtra,NONE,INDEPENDENT,False,False,54.64,0.0,18.55,0.0,28.7,23.48,LOW,[ML_ANOMALY] Physical/financial anomaly score 54.6/100
P00003551,MP0076,V039147,8930000.0,Community Development,KALABURAGI-2,Karnataka,NONE,INDEPENDENT,False,False,49.93,0.0,74.55,0.0,34.18,31.29,MEDIUM,[MP_FAVORITISM] Awarded by high-concentration MP MP0076 (Allocation Risk: 74.5)
P00047665,MP0054,V023044,3350000.0,Electricity,BELAGAVI-3,Karnataka,NONE,INDEPENDENT,False,False,30.64,0.0,49.82,0.0,46.77,23.68,LOW,Parameters within standard vigilance tolerances across all forensic layers
P00064554,MP0008,V032732,6520000.0,Public Infrastructure,NANDED-4,Maharashtra,NONE,INDEPENDENT,False,False,42.92,0.0,53.02,0.0,32.61,25.72,MEDIUM,Parameters within standard vigilance tolerances across all forensic layers
P00097407,MP0028,V018632,2280000.0,Sports,SILIGURI-5,West Bengal,NONE,INDEPENDENT,False,False,28.48,0.0,45.08,0.0,16.81,17.83,LOW,Parameters within standard vigilance tolerances across all forensic layers
P00082078,MP0064,V029379,1660000.0,Road,WARANGAL-1,Telangana,NONE,INDEPENDENT,False,False,8.91,0.0,36.3,0.0,15.12,10.39,LOW,Parameters within standard vigilance tolerances across all forensic layers
P00080038,MP0046,V020890,4800000.0,Water Supply,WARANGAL-3,Telangana,NONE,INDEPENDENT,False,False,57.61,0.0,93.72,0.0,31.06,36.0,MEDIUM,[ML_ANOMALY] Physical/financial anomaly score 57.6/100; [MP_FAVORITISM] Awarded by high-concentration MP MP0046 (Allocation Risk: 93.7)
P00072575,MP0085,V006693,2690000.0,Road,KOLKATA-1,West Bengal,NONE,INDEPENDENT,False,False,24.73,0.0,85.52,0.0,39.16,26.12,MEDIUM,[MP_FAVORITISM] Awarded by high-concentration MP MP0085 (Allocation Risk: 85.5)
P00063973,MP0025,V046344,1390000.0,Sanitation,JODHPUR-4,Rajasthan,NONE,INDEPENDENT,False,False,21.31,0.0,54.78,0.0,42.08,20.92,LOW,Parameters within standard vigilance tolerances across all forensic layers
P00088002,MP0018,V029492,5570000.0,Road,JODHPUR-3,Rajasthan,NONE,INDEPENDENT,False,False,44.73,0.0,50.18,0.0,49.71,28.4,MEDIUM,Parameters within standard vigilance tolerances across all forensic layers
P00017096,MP0044,V035499,2920000.0,Electricity,BELAGAVI-4,Karnataka,NONE,INDEPENDENT,False,False,31.98,0.0,26.92,0.0,40.87,19.76,LOW,Parameters within standard vigilance tolerances across all forensic layers
P00076325,MP0090,V019344,3710000.0,Community Development,COIMBATORE-1,Tamil Nadu,NONE,INDEPENDENT,False,False,48.2,0.0,60.25,0.0,47.05,30.55,MEDIUM,Parameters within standard vigilance tolerances across all forensic layers
P00015522,MP0022,V035986,5210000.0,Sanitation,MADURAI-3,Tamil Nadu,NONE,INDEPENDENT,False,False,55.24,0.0,64.62,0.0,17.61,28.91,MEDIUM,[ML_ANOMALY] Physical/financial anomaly score 55.2/100
P00088842,MP0098,V043453,8520000.0,Agriculture,PRAYAGRAJ-1,Uttar Pradesh,NONE,INDEPENDENT,False,False,53.86,0.0,66.6,0.0,8.38,27.4,MEDIUM,[ML_ANOMALY] Physical/financial anomaly score 53.9/100
P00068296,MP0020,V012725,8750000.0,Sports,BHAVNAGAR-2,Gujarat,NONE,INDEPENDENT,False,False,47.99,0.0,31.6,0.0,28.46,23.41,LOW,Parameters within standard vigilance tolerances across all forensic layers
P00036418,MP0061,V047363,5460000.0,Sports,AGRA-1,Uttar Pradesh,NONE,INDEPENDENT,False,False,38.36,0.0,58.45,0.0,38.06,25.98,MEDIUM,Parameters within standard vigilance tolerances across all forensic layers
P00035965,MP0004,V013793,4490000.0,Electricity,PUNE-1,Maharashtra,NONE,INDEPENDENT,False,False,45.73,0.0,39.17,0.0,24.56,23.28,LOW,Parameters within standard vigilance tolerances across all forensic layers
P00033621,MP0088,V007229,6100000.0,Electricity,INDORE-4,Madhya Pradesh,NONE,INDEPENDENT,False,False,41.21,0.0,70.6,0.0,33.26,27.94,MEDIUM,[MP_FAVORITISM] Awarded by high-concentration MP MP0088 (Allocation Risk: 70.6)
P00001465,MP0076,V026423,4730000.0,Water Supply,KALABURAGI-2,Karnataka,NONE,INDEPENDENT,False,False,41.14,0.0,74.55,0.0,25.69,27.38,MEDIUM,[MP_FAVORITISM] Awarded by high-concentration MP MP0076 (Allocation Risk: 74.5)
P00056215,MP0030,V038369,4880000.0,Sanitation,HYDERABAD-1,Telangana,NONE,INDEPENDENT,False,False,62.51,0.0,39.33,0.0,16.3,27.1,MEDIUM,[ML_ANOMALY] Physical/financial anomaly score 62.5/100
P00038919,MP0057,V008891,3150000.0,Community Development,SILIGURI-2,West Bengal,NONE,INDEPENDENT,False,False,25.66,0.0,26.08,0.0,30.41,16.17,LOW,Parameters within standard vigilance tolerances across all forensic layers
P00070852,MP0057,V000381,9800000.0,Road,SILIGURI-2,West Bengal,SYNDICATE_077,ACTIVE_PARTICIPANT,False,False,58.6,82.66,26.08,0.0,37.43,47.77,MEDIUM,[ML_ANOMALY] Physical/financial anomaly score 58.6/100; [SYNDICATE] Contractor in SYNDICATE_077 (Shared Bank Collusion Risk: 82.7)
P00082642,MP0018,V041069,1560000.0,Road,JODHPUR-3,Rajasthan,NONE,INDEPENDENT,False,False,22.81,0.0,50.18,0.0,25.61,18.21,LOW,Parameters within standard vigilance tolerances across all forensic layers
P00017769,MP0012,V043977,4140000.0,Sports,SATARA-5,Maharashtra,NONE,INDEPENDENT,False,False,33.58,0.0,89.2,0.0,39.68,29.41,MEDIUM,[MP_FAVORITISM] Awarded by high-concentration MP MP0012 (Allocation Risk: 89.2)
P00042829,MP0059,V001674,780000.0,Healthcare,AGRA-4,Uttar Pradesh,NONE,INDEPENDENT,False,False,22.68,0.0,72.78,0.0,17.03,20.28,LOW,[MP_FAVORITISM] Awarded by high-concentration MP MP0059 (Allocation Risk: 72.8)
P00011178,MP0064,V025380,2980000.0,Education,WARANGAL-1,Telangana,NONE,INDEPENDENT,False,False,32.44,0.0,36.3,0.0,39.46,21.1,LOW,Parameters within standard vigilance tolerances across all forensic layers
P00038095,MP0044,V017835,2300000.0,Water Supply,BELAGAVI-4,Karnataka,NONE,INDEPENDENT,False,False,31.63,0.0,26.92,0.0,48.48,20.8,LOW,Parameters within standard vigilance tolerances across all forensic layers
P00063286,MP0027,V007412,9640000.0,Sports,MUZAFFARPUR-5,Bihar,NONE,INDEPENDENT,False,False,55.39,0.0,64.5,0.0,44.56,32.98,MEDIUM,[ML_ANOMALY] Physical/financial anomaly score 55.4/100
P00050923,MP0024,V036603,9660000.0,Sanitation,BHOPAL-2,Madhya Pradesh,NONE,INDEPENDENT,False,False,66.17,0.0,11.8,0.0,19.09,24.48,LOW,[ML_ANOMALY] Physical/financial anomaly score 66.2/100
P00073672,MP0038,V005842,8730000.0,Healthcare,KALABURAGI-3,Karnataka,NONE,INDEPENDENT,False,False,48.8,0.0,37.17,0.0,8.33,21.46,LOW,Parameters within standard vigilance tolerances across all forensic layers
P00005261,MP0096,V026497,5370000.0,Sports,PUNE-3,Maharashtra,NONE,INDEPENDENT,False,False,41.9,0.0,54.12,0.0,6.98,21.73,LOW,Parameters within standard vigilance tolerances across all forensic layers
P00077032,MP0075,V025297,7330000.0,Education,MADURAI-1,Tamil Nadu,NONE,INDEPENDENT,False,False,44.96,0.0,63.2,0.0,49.37,30.37,MEDIUM,Parameters within standard vigilance tolerances across all forensic layers
P00055899,MP0060,V011360,7060000.0,Sports,HYDERABAD-1,Telangana,NONE,INDEPENDENT,False,False,43.53,0.0,55.78,0.0,41.23,27.61,MEDIUM,Parameters within standard vigilance tolerances across all forensic layers
P00010380,MP0038,V045096,6640000.0,Agriculture,KALABURAGI-3,Karnataka,NONE,INDEPENDENT,False,False,40.49,0.0,37.17,0.0,48.76,25.04,MEDIUM,Parameters within standard vigilance tolerances across all forensic layers
P00089460,MP0040,V025187,3770000.0,Community Development,JODHPUR-5,Rajasthan,NONE,INDEPENDENT,False,False,30.93,0.0,72.93,0.0,25.71,24.07,LOW,[MP_FAVORITISM] Awarded by high-concentration MP MP0040 (Allocation Risk: 72.9)
P00037207,MP0053,V011119,9530000.0,Sports,BALLARI-1,Karnataka,NONE,INDEPENDENT,False,False,57.72,0.0,43.45,0.0,21.56,27.07,MEDIUM,[ML_ANOMALY] Physical/financial anomaly score 57.7/100
P00030383,MP0081,V034107,1490000.0,Public Infrastructure,KOTA-2,Rajasthan,NONE,INDEPENDENT,False,False,20.36,0.0,59.02,0.0,36.56,20.45,LOW,Parameters within standard vigilance tolerances across all forensic layers
P00071116,MP0011,V043024,7830000.0,Community Development,KOTA-5,Rajasthan,NONE,INDEPENDENT,False,False,51.95,0.0,46.9,0.0,8.12,23.84,LOW,[ML_ANOMALY] Physical/financial anomaly score 52.0/100
P00026563,MP0044,V003792,1060000.0,Electricity,BELAGAVI-4,Karnataka,NONE,INDEPENDENT,False,False,29.4,0.0,26.92,0.0,12.04,14.66,LOW,Parameters within standard vigilance tolerances across all forensic layers
P00031697,MP0091,V018140,4360000.0,Public Infrastructure,BHOPAL-1,Madhya Pradesh,NONE,INDEPENDENT,False,False,36.44,0.0,69.55,0.0,20.21,24.4,LOW,Parameters within standard vigilance tolerances across all forensic layers
P00028249,MP0094,V005145,3370000.0,Water Supply,UJJAIN-4,Madhya Pradesh,NONE,INDEPENDENT,False,False,27.31,0.0,25.52,0.0,19.64,14.97,LOW,Parameters within standard vigilance tolerances across all forensic layers
