Vendor_ID,Vendor_Name,Registration_ID,Bank_Account_ID,Syndicate_ID,Syndicate_Size,Projects_Awarded,Total_Sanctioned_Value,State,District,Shared_Bank_Account_Flag,Requires_Audit,Evidence_Reasons
V021810,Contractor Company 021810,REG0021810,BANK021810,NONE,1,1,2970000,Uttar Pradesh,Varanasi,False,False,Standard independent contractor account (single entity routing).
V023302,Contractor Company 023302,REG0023302,BANK023302,NONE,1,1,2970000,West Bengal,Kolkata,False,False,Standard independent contractor account (single entity routing).
V025356,Contractor Company 025356,REG0025356,BANK025356,NONE,1,1,2970000,Uttar Pradesh,Varanasi,False,False,Standard independent contractor account (single entity routing).
V031297,Contractor Company 031297,REG0031297,BANK031297,NONE,1,1,2970000,Rajasthan,Kota,False,False,Standard independent contractor account (single entity routing).
V033443,Contractor Company 033443,REG0033443,BANK033443,NONE,1,1,2970000,Maharashtra,Nagpur,False,False,Standard independent contractor account (single entity routing).
V036822,Contractor Company 036822,REG0036822,BANK036822,NONE,1,1,2970000,Karnataka,Belagavi,False,False,Standard independent contractor account (single entity routing).
V038764,Contractor Company 038764,REG0038764,BANK038764,NONE,1,1,2970000,Tamil Nadu,Salem,False,False,Standard independent contractor account (single entity routing).
V040188,Contractor Company 040188,REG0040188,BANK040188,NONE,1,1,2970000,Tamil Nadu,Tiruchirappalli,False,False,Standard independent contractor account (single entity routing).
V045702,Contractor Company 045702,REG0045702,BANK045702,NONE,1,1,2970000,Gujarat,Rajkot,False,False,Standard independent contractor account (single entity routing).
V001389,Contractor Company 001389,REG0001389,BANK001389,NONE,1,1,2960000,Gujarat,Bhavnagar,False,False,Standard independent contractor account (single entity routing).
V001698,Contractor Company 001698,REG0001698,BANK001698,NONE,1,1,2960000,Uttar Pradesh,Lucknow,False,False,Standard independent contractor account (single entity routing).
V004435,Contractor Company 004435,REG0004435,BANK004435,NONE,1,1,2960000,Rajasthan,Kota,False,False,Standard independent contractor account (single entity routing).
V005112,Contractor Company 005112,REG0005112,BANK005112,NONE,1,2,2960000,Uttar Pradesh,Agra,False,False,Standard independent contractor account (single entity routing).
V009429,Contractor Company 009429,REG0009429,BANK009429,NONE,1,2,2960000,Bihar,Bhagalpur,False,False,Standard independent contractor account (single entity routing).
V014245,Contractor Company 014245,REG0014245,BANK014245,NONE,1,2,2960000,Gujarat,Bhavnagar,False,False,Standard independent contractor account (single entity routing).
V015512,Contractor Company 015512,REG0015512,BANK015512,NONE,1,1,2960000,Rajasthan,Jaipur,False,False,Standard independent contractor account (single entity routing).
V021279,Contractor Company 021279,REG0021279,BANK021279,NONE,1,1,2960000,Madhya Pradesh,Gwalior,False,False,Standard independent contractor account (single entity routing).
V023132,Contractor Company 023132,REG0023132,BANK023132,NONE,1,1,2960000,Rajasthan,Jaipur,False,False,Standard independent contractor account (single entity routing).
V028282,Contractor Company 028282,REG0028282,BANK028282,NONE,1,1,2960000,Maharashtra,Hingoli,False,False,Standard independent contractor account (single entity routing).
V029746,Contractor Company 029746,REG0029746,BANK029746,NONE,1,1,2960000,Telangana,Hyderabad,False,False,Standard independent contractor account (single entity routing).
V029870,Contractor Company 029870,REG0029870,BANK029870,NONE,1,1,2960000,Maharashtra,Kolhapur,False,False,Standard independent contractor account (single entity routing).
V034185,Contractor Company 034185,REG0034185,BANK034185,NONE,1,1,2960000,Telangana,Hyderabad,False,False,Standard independent contractor account (single entity routing).
V036288,Contractor Company 036288,REG0036288,BANK036288,NONE,1,1,2960000,Uttar Pradesh,Agra,False,False,Standard independent contractor account (single entity routing).
V043864,Contractor Company 043864,REG0043864,BANK043864,NONE,1,2,2960000,Telangana,Warangal,False,False,Standard independent contractor account (single entity routing).
V044659,Contractor Company 044659,REG0044659,BANK044659,NONE,1,1,2960000,Tamil Nadu,Salem,False,False,Standard independent contractor account (single entity routing).
V046163,Contractor Company 046163,REG0046163,BANK046163,NONE,1,1,2960000,Telangana,Hyderabad,False,False,Standard independent contractor account (single entity routing).
V047434,Contractor Company 047434,REG0047434,BANK047434,NONE,1,1,2960000,Madhya Pradesh,Ujjain,False,False,Standard independent contractor account (single entity routing).
V049181,Contractor Company 049181,REG0049181,BANK049181,NONE,1,1,2960000,Madhya Pradesh,Bhopal,False,False,Standard independent contractor account (single entity routing).
V001707,Contractor Company 001707,REG0001707,BANK001707,NONE,1,1,2950000,Karnataka,Belagavi,False,False,Standard independent contractor account (single entity routing).
V002735,Contractor Company 002735,REG0002735,BANK002735,NONE,1,1,2950000,Uttar Pradesh,Varanasi,False,False,Standard independent contractor account (single entity routing).
V003119,Contractor Company 003119,REG0003119,BANK003119,NONE,1,1,2950000,Madhya Pradesh,Ujjain,False,False,Standard independent contractor account (single entity routing).
V004600,Contractor Company 004600,REG0004600,BANK004600,NONE,1,1,2950000,Bihar,Patna,False,False,Standard independent contractor account (single entity routing).
V007141,Contractor Company 007141,REG0007141,BANK007141,NONE,1,2,2950000,Bihar,Muzaffarpur,False,False,Standard independent contractor account (single entity routing).
V007454,Contractor Company 007454,REG0007454,BANK007454,NONE,1,1,2950000,Rajasthan,Udaipur,False,False,Standard independent contractor account (single entity routing).
V009427,Contractor Company 009427,REG0009427,BANK009427,NONE,1,1,2950000,Bihar,Bhagalpur,False,False,Standard independent contractor account (single entity routing).
V014166,Contractor Company 014166,REG0014166,BANK014166,NONE,1,2,2950000,Maharashtra,Nashik,False,False,Standard independent contractor account (single entity routing).
V014338,Contractor Company 014338,REG0014338,BANK014338,NONE,1,1,2950000,Maharashtra,Nagpur,False,False,Standard independent contractor account (single entity routing).
V019759,Contractor Company 019759,REG0019759,BANK019759,NONE,1,1,2950000,Madhya Pradesh,Indore,False,False,Standard independent contractor account (single entity routing).
V020036,Contractor Company 020036,REG0020036,BANK020036,NONE,1,1,2950000,Gujarat,Bhavnagar,False,False,Standard independent contractor account (single entity routing).
V023093,Contractor Company 023093,REG0023093,BANK023093,NONE,1,1,2950000,Karnataka,Mysuru,False,False,Standard independent contractor account (single entity routing).
V025250,Contractor Company 025250,REG0025250,BANK025250,NONE,1,1,2950000,Tamil Nadu,Madurai,False,False,Standard independent contractor account (single entity routing).
V028337,Contractor Company 028337,REG0028337,BANK028337,NONE,1,2,2950000,Bihar,Aurangabad,False,False,Standard independent contractor account (single entity routing).
V029044,Contractor Company 029044,REG0029044,BANK029044,NONE,1,1,2950000,Gujarat,Surat,False,False,Standard independent contractor account (single entity routing).
V034749,Contractor Company 034749,REG0034749,BANK034749,NONE,1,1,2950000,Tamil Nadu,Chennai,False,False,Standard independent contractor account (single entity routing).
V035607,Contractor Company 035607,REG0035607,BANK035607,NONE,1,2,2950000,Maharashtra,Kolhapur,False,False,Standard independent contractor account (single entity routing).
V044835,Contractor Company 044835,REG0044835,BANK044835,NONE,1,1,2950000,Telangana,Hyderabad,False,False,Standard independent contractor account (single entity routing).
V047543,Contractor Company 047543,REG0047543,BANK047543,NONE,1,1,2950000,Maharashtra,Pune,False,False,Standard independent contractor account (single entity routing).
V001813,Contractor Company 001813,REG0001813,BANK001813,NONE,1,1,2940000,Tamil Nadu,Coimbatore,False,False,Standard independent contractor account (single entity routing).
V002780,Contractor Company 002780,REG0002780,BANK002780,NONE,1,2,2940000,Madhya Pradesh,Gwalior,False,False,Standard independent contractor account (single entity routing).
V007734,Contractor Company 007734,REG0007734,BANK007734,NONE,1,1,2940000,Karnataka,Ballari,False,False,Standard independent contractor account (single entity routing).
V012113,Contractor Company 012113,REG0012113,BANK012113,NONE,1,1,2940000,Uttar Pradesh,Agra,False,False,Standard independent contractor account (single entity routing).
V013997,Contractor Company 013997,REG0013997,BANK013997,NONE,1,1,2940000,Gujarat,Rajkot,False,False,Standard independent contractor account (single entity routing).
V014640,Contractor Company 014640,REG0014640,BANK014640,NONE,1,1,2940000,West Bengal,Siliguri,False,False,Standard independent contractor account (single entity routing).
V017221,Contractor Company 017221,REG0017221,BANK017221,NONE,1,1,2940000,Rajasthan,Jodhpur,False,False,Standard independent contractor account (single entity routing).
V019959,Contractor Company 019959,REG0019959,BANK019959,NONE,1,2,2940000,Madhya Pradesh,Indore,False,False,Standard independent contractor account (single entity routing).
V020351,Contractor Company 020351,REG0020351,BANK020351,NONE,1,1,2940000,Madhya Pradesh,Ujjain,False,False,Standard independent contractor account (single entity routing).
V024501,Contractor Company 024501,REG0024501,BANK024501,NONE,1,1,2940000,Maharashtra,Pune,False,False,Standard independent contractor account (single entity routing).
V030820,Contractor Company 030820,REG0030820,BANK030820,NONE,1,2,2940000,Rajasthan,Kota,False,False,Standard independent contractor account (single entity routing).
V032982,Contractor Company 032982,REG0032982,BANK032982,NONE,1,2,2940000,Tamil Nadu,Tiruchirappalli,False,False,Standard independent contractor account (single entity routing).
V034634,Contractor Company 034634,REG0034634,BANK034634,NONE,1,1,2940000,Tamil Nadu,Tiruchirappalli,False,False,Standard independent contractor account (single entity routing).
V036487,Contractor Company 036487,REG0036487,BANK036487,NONE,1,1,2940000,Tamil Nadu,Coimbatore,False,False,Standard independent contractor account (single entity routing).
V037606,Contractor Company 037606,REG0037606,BANK037606,NONE,1,2,2940000,Gujarat,Rajkot,False,False,Standard independent contractor account (single entity routing).
V044710,Contractor Company 044710,REG0044710,BANK044710,NONE,1,1,2940000,West Bengal,Siliguri,False,False,Standard independent contractor account (single entity routing).
V044782,Contractor Company 044782,REG0044782,BANK044782,NONE,1,1,2940000,Gujarat,Surat,False,False,Standard independent contractor account (single entity routing).
V012026,Contractor Company 012026,REG0012026,BANK012026,NONE,1,1,2930000,Karnataka,Belagavi,False,False,Standard independent contractor account (single entity routing).
V012148,Contractor Company 012148,REG0012148,BANK012148,NONE,1,1,2930000,Bihar,Aurangabad,False,False,Standard independent contractor account (single entity routing).
V017407,Contractor Company 017407,REG0017407,BANK017407,NONE,1,1,2930000,Bihar,Patna,False,False,Standard independent contractor account (single entity routing).
V019516,Contractor Company 019516,REG0019516,BANK019516,NONE,1,1,2930000,Madhya Pradesh,Jabalpur,False,False,Standard independent contractor account (single entity routing).
V022740,Contractor Company 022740,REG0022740,BANK022740,NONE,1,1,2930000,Madhya Pradesh,Indore,False,False,Standard independent contractor account (single entity routing).
V027128,Contractor Company 027128,REG0027128,BANK027128,NONE,1,1,2930000,Karnataka,Belagavi,False,False,Standard independent contractor account (single entity routing).
V031796,Contractor Company 031796,REG0031796,BANK031796,NONE,1,1,2930000,Madhya Pradesh,Jabalpur,False,False,Standard independent contractor account (single entity routing).
V033838,Contractor Company 033838,REG0033838,BANK033838,NONE,1,1,2930000,Uttar Pradesh,Prayagraj,False,False,Standard independent contractor account (single entity routing).
V034713,Contractor Company 034713,REG0034713,BANK034713,NONE,1,2,2930000,Gujarat,Rajkot,False,False,Standard independent contractor account (single entity routing).
V036504,Contractor Company 036504,REG0036504,BANK036504,NONE,1,1,2930000,Uttar Pradesh,Lucknow,False,False,Standard independent contractor account (single entity routing).
V046756,Contractor Company 046756,REG0046756,BANK046756,NONE,1,1,2930000,Bihar,Gaya,False,False,Standard independent contractor account (single entity routing).
V047336,Contractor Company 047336,REG0047336,BANK047336,NONE,1,2,2930000,Uttar Pradesh,Kanpur,False,False,Standard independent contractor account (single entity routing).
V049252,Contractor Company 049252,REG0049252,BANK049252,NONE,1,1,2930000,Maharashtra,Sangli,False,False,Standard independent contractor account (single entity routing).
V002942,Contractor Company 002942,REG0002942,BANK002942,NONE,1,1,2920000,Telangana,Karimnagar,False,False,Standard independent contractor account (single entity routing).
V011382,Contractor Company 011382,REG0011382,BANK011382,NONE,1,1,2920000,Madhya Pradesh,Gwalior,False,False,Standard independent contractor account (single entity routing).
V015447,Contractor Company 015447,REG0015447,BANK015447,NONE,1,2,2920000,Karnataka,Kalaburagi,False,False,Standard independent contractor account (single entity routing).
V024526,Contractor Company 024526,REG0024526,BANK024526,NONE,1,2,2920000,Uttar Pradesh,Lucknow,False,False,Standard independent contractor account (single entity routing).
V024804,Contractor Company 024804,REG0024804,BANK024804,NONE,1,1,2920000,Uttar Pradesh,Agra,False,False,Standard independent contractor account (single entity routing).
V029506,Contractor Company 029506,REG0029506,BANK029506,NONE,1,1,2920000,Telangana,Nizamabad,False,False,Standard independent contractor account (single entity routing).
V036878,Contractor Company 036878,REG0036878,BANK036878,NONE,1,1,2920000,Karnataka,Dharwad,False,False,Standard independent contractor account (single entity routing).
V039413,Contractor Company 039413,REG0039413,BANK039413,NONE,1,3,2920000,Rajasthan,Udaipur,False,False,Standard independent contractor account (single entity routing).
V040981,Contractor Company 040981,REG0040981,BANK040981,NONE,1,1,2920000,Maharashtra,Kolhapur,False,False,Standard independent contractor account (single entity routing).
V041513,Contractor Company 041513,REG0041513,BANK041513,NONE,1,2,2920000,Rajasthan,Kota,False,False,Standard independent contractor account (single entity routing).
V048816,Contractor Company 048816,REG0048816,BANK048816,NONE,1,1,2920000,Uttar Pradesh,Prayagraj,False,False,Standard independent contractor account (single entity routing).
V002627,Contractor Company 002627,REG0002627,BANK002627,NONE,1,1,2910000,Uttar Pradesh,Prayagraj,False,False,Standard independent contractor account (single entity routing).
V007743,Contractor Company 007743,REG0007743,BANK007743,NONE,1,1,2910000,Gujarat,Vadodara,False,False,Standard independent contractor account (single entity routing).
V009085,Contractor Company 009085,REG0009085,BANK009085,NONE,1,1,2910000,Maharashtra,Latur,False,False,Standard independent contractor account (single entity routing).
V015768,Contractor Company 015768,REG0015768,BANK015768,NONE,1,1,2910000,Tamil Nadu,Chennai,False,False,Standard independent contractor account (single entity routing).
V019006,Contractor Company 019006,REG0019006,BANK019006,NONE,1,1,2910000,Tamil Nadu,Tiruchirappalli,False,False,Standard independent contractor account (single entity routing).
V027105,Contractor Company 027105,REG0027105,BANK027105,NONE,1,2,2910000,Madhya Pradesh,Ujjain,False,False,Standard independent contractor account (single entity routing).
V030804,Contractor Company 030804,REG0030804,BANK030804,NONE,1,2,2910000,Telangana,Warangal,False,False,Standard independent contractor account (single entity routing).
V036940,Contractor Company 036940,REG0036940,BANK036940,NONE,1,1,2910000,Telangana,Hyderabad,False,False,Standard independent contractor account (single entity routing).
V037028,Contractor Company 037028,REG0037028,BANK037028,NONE,1,1,2910000,Rajasthan,Ajmer,False,False,Standard independent contractor account (single entity routing).
V041625,Contractor Company 041625,REG0041625,BANK041625,NONE,1,2,2910000,Karnataka,Kalaburagi,False,False,Standard independent contractor account (single entity routing).
V041742,Contractor Company 041742,REG0041742,BANK041742,NONE,1,1,2910000,Madhya Pradesh,Ujjain,False,False,Standard independent contractor account (single entity routing).
V048193,Contractor Company 048193,REG0048193,BANK048193,NONE,1,1,2910000,West Bengal,Kolkata,False,False,Standard independent contractor account (single entity routing).
V049158,Contractor Company 049158,REG0049158,BANK049158,NONE,1,1,2910000,Bihar,Patna,False,False,Standard independent contractor account (single entity routing).
V001392,Contractor Company 001392,REG0001392,BANK001392,NONE,1,1,2900000,Madhya Pradesh,Gwalior,False,False,Standard independent contractor account (single entity routing).
V003067,Contractor Company 003067,REG0003067,BANK003067,NONE,1,1,2900000,Rajasthan,Ajmer,False,False,Standard independent contractor account (single entity routing).
V004954,Contractor Company 004954,REG0004954,BANK004954,NONE,1,2,2900000,Uttar Pradesh,Varanasi,False,False,Standard independent contractor account (single entity routing).
V006119,Contractor Company 006119,REG0006119,BANK006119,NONE,1,1,2900000,Gujarat,Bhavnagar,False,False,Standard independent contractor account (single entity routing).
V008028,Contractor Company 008028,REG0008028,BANK008028,NONE,1,1,2900000,Tamil Nadu,Chennai,False,False,Standard independent contractor account (single entity routing).
V008257,Contractor Company 008257,REG0008257,BANK008257,NONE,1,1,2900000,Bihar,Patna,False,False,Standard independent contractor account (single entity routing).
V012760,Contractor Company 012760,REG0012760,BANK012760,NONE,1,1,2900000,Maharashtra,Latur,False,False,Standard independent contractor account (single entity routing).
V016297,Contractor Company 016297,REG0016297,BANK016297,NONE,1,1,2900000,Uttar Pradesh,Lucknow,False,False,Standard independent contractor account (single entity routing).
V016609,Contractor Company 016609,REG0016609,BANK016609,NONE,1,1,2900000,Maharashtra,Satara,False,False,Standard independent contractor account (single entity routing).
V020068,Contractor Company 020068,REG0020068,BANK020068,NONE,1,1,2900000,Madhya Pradesh,Gwalior,False,False,Standard independent contractor account (single entity routing).
V020151,Contractor Company 020151,REG0020151,BANK020151,NONE,1,1,2900000,Rajasthan,Ajmer,False,False,Standard independent contractor account (single entity routing).
V022691,Contractor Company 022691,REG0022691,BANK022691,NONE,1,1,2900000,Uttar Pradesh,Prayagraj,False,False,Standard independent contractor account (single entity routing).
V023469,Contractor Company 023469,REG0023469,BANK023469,NONE,1,1,2900000,Gujarat,Bhavnagar,False,False,Standard independent contractor account (single entity routing).
V028273,Contractor Company 028273,REG0028273,BANK028273,NONE,1,1,2900000,Bihar,Bhagalpur,False,False,Standard independent contractor account (single entity routing).
V028668,Contractor Company 028668,REG0028668,BANK028668,NONE,1,1,2900000,Rajasthan,Jaipur,False,False,Standard independent contractor account (single entity routing).
V028759,Contractor Company 028759,REG0028759,BANK028759,NONE,1,1,2900000,Madhya Pradesh,Gwalior,False,False,Standard independent contractor account (single entity routing).
V033846,Contractor Company 033846,REG0033846,BANK033846,NONE,1,1,2900000,Uttar Pradesh,Prayagraj,False,False,Standard independent contractor account (single entity routing).
V035560,Contractor Company 035560,REG0035560,BANK035560,NONE,1,1,2900000,Gujarat,Surat,False,False,Standard independent contractor account (single entity routing).
V043538,Contractor Company 043538,REG0043538,BANK043538,NONE,1,1,2900000,Rajasthan,Jaipur,False,False,Standard independent contractor account (single entity routing).
V044268,Contractor Company 044268,REG0044268,BANK044268,NONE,1,1,2900000,Rajasthan,Jaipur,False,False,Standard independent contractor account (single entity routing).
V044473,Contractor Company 044473,REG0044473,BANK044473,NONE,1,1,2900000,Madhya Pradesh,Indore,False,False,Standard independent contractor account (single entity routing).
V046838,Contractor Company 046838,REG0046838,BANK046838,NONE,1,1,2900000,Uttar Pradesh,Prayagraj,False,False,Standard independent contractor account (single entity routing).
V001212,Contractor Company 001212,REG0001212,BANK001212,NONE,1,2,2890000,West Bengal,Howrah,False,False,Standard independent contractor account (single entity routing).
V004324,Contractor Company 004324,REG0004324,BANK004324,NONE,1,1,2890000,West Bengal,Howrah,False,False,Standard independent contractor account (single entity routing).
V011232,Contractor Company 011232,REG0011232,BANK011232,NONE,1,1,2890000,Bihar,Gaya,False,False,Standard independent contractor account (single entity routing).
V012385,Contractor Company 012385,REG0012385,BANK012385,NONE,1,1,2890000,Gujarat,Surat,False,False,Standard independent contractor account (single entity routing).
V013465,Contractor Company 013465,REG0013465,BANK013465,NONE,1,1,2890000,Uttar Pradesh,Kanpur,False,False,Standard independent contractor account (single entity routing).
V016332,Contractor Company 016332,REG0016332,BANK016332,NONE,1,1,2890000,Karnataka,Mysuru,False,False,Standard independent contractor account (single entity routing).
V022592,Contractor Company 022592,REG0022592,BANK022592,NONE,1,2,2890000,Tamil Nadu,Coimbatore,False,False,Standard independent contractor account (single entity routing).
V030764,Contractor Company 030764,REG0030764,BANK030764,NONE,1,2,2890000,Madhya Pradesh,Jabalpur,False,False,Standard independent contractor account (single entity routing).
V032226,Contractor Company 032226,REG0032226,BANK032226,NONE,1,1,2890000,Karnataka,Belagavi,False,False,Standard independent contractor account (single entity routing).
V035573,Contractor Company 035573,REG0035573,BANK035573,NONE,1,3,2890000,Uttar Pradesh,Agra,False,False,Standard independent contractor account (single entity routing).
V035922,Contractor Company 035922,REG0035922,BANK035922,NONE,1,2,2890000,Tamil Nadu,Madurai,False,False,Standard independent contractor account (single entity routing).
V036106,Contractor Company 036106,REG0036106,BANK036106,NONE,1,1,2890000,Rajasthan,Ajmer,False,False,Standard independent contractor account (single entity routing).
V038682,Contractor Company 038682,REG0038682,BANK038682,NONE,1,2,2890000,Maharashtra,Latur,False,False,Standard independent contractor account (single entity routing).
V041910,Contractor Company 041910,REG0041910,BANK041910,NONE,1,2,2890000,Maharashtra,Solapur,False,False,Standard independent contractor account (single entity routing).
V042995,Contractor Company 042995,REG0042995,BANK042995,NONE,1,1,2890000,Karnataka,Mysuru,False,False,Standard independent contractor account (single entity routing).
V044408,Contractor Company 044408,REG0044408,BANK044408,NONE,1,1,2890000,Telangana,Karimnagar,False,False,Standard independent contractor account (single entity routing).
V044455,Contractor Company 044455,REG0044455,BANK044455,NONE,1,1,2890000,Tamil Nadu,Madurai,False,False,Standard independent contractor account (single entity routing).
V048314,Contractor Company 048314,REG0048314,BANK048314,NONE,1,1,2890000,Karnataka,Dharwad,False,False,Standard independent contractor account (single entity routing).
V048708,Contractor Company 048708,REG0048708,BANK048708,NONE,1,1,2890000,Tamil Nadu,Chennai,False,False,Standard independent contractor account (single entity routing).
V002941,Contractor Company 002941,REG0002941,BANK002941,NONE,1,1,2880000,Bihar,Muzaffarpur,False,False,Standard independent contractor account (single entity routing).
V005568,Contractor Company 005568,REG0005568,BANK005568,NONE,1,1,2880000,Tamil Nadu,Coimbatore,False,False,Standard independent contractor account (single entity routing).
V008364,Contractor Company 008364,REG0008364,BANK008364,NONE,1,1,2880000,Rajasthan,Ajmer,False,False,Standard independent contractor account (single entity routing).
V010408,Contractor Company 010408,REG0010408,BANK010408,NONE,1,1,2880000,Bihar,Patna,False,False,Standard independent contractor account (single entity routing).
V012830,Contractor Company 012830,REG0012830,BANK012830,NONE,1,1,2880000,Uttar Pradesh,Prayagraj,False,False,Standard independent contractor account (single entity routing).
V016953,Contractor Company 016953,REG0016953,BANK016953,NONE,1,1,2880000,Maharashtra,Pune,False,False,Standard independent contractor account (single entity routing).
V023776,Contractor Company 023776,REG0023776,BANK023776,NONE,1,2,2880000,Rajasthan,Udaipur,False,False,Standard independent contractor account (single entity routing).
V024004,Contractor Company 024004,REG0024004,BANK024004,NONE,1,1,2880000,Telangana,Karimnagar,False,False,Standard independent contractor account (single entity routing).
V026066,Contractor Company 026066,REG0026066,BANK026066,NONE,1,1,2880000,Gujarat,Surat,False,False,Standard independent contractor account (single entity routing).
V026456,Contractor Company 026456,REG0026456,BANK026456,NONE,1,1,2880000,West Bengal,Siliguri,False,False,Standard independent contractor account (single entity routing).
V032575,Contractor Company 032575,REG0032575,BANK032575,NONE,1,1,2880000,Telangana,Nizamabad,False,False,Standard independent contractor account (single entity routing).
V037647,Contractor Company 037647,REG0037647,BANK037647,NONE,1,1,2880000,Maharashtra,Latur,False,False,Standard independent contractor account (single entity routing).
V043712,Contractor Company 043712,REG0043712,BANK043712,NONE,1,1,2880000,Rajasthan,Ajmer,False,False,Standard independent contractor account (single entity routing).
V044770,Contractor Company 044770,REG0044770,BANK044770,NONE,1,1,2880000,Telangana,Warangal,False,False,Standard independent contractor account (single entity routing).
V003198,Contractor Company 003198,REG0003198,BANK003198,NONE,1,1,2870000,Tamil Nadu,Salem,False,False,Standard independent contractor account (single entity routing).
V007528,Contractor Company 007528,REG0007528,BANK007528,NONE,1,1,2870000,Rajasthan,Ajmer,False,False,Standard independent contractor account (single entity routing).
V010962,Contractor Company 010962,REG0010962,BANK010962,NONE,1,2,2870000,Rajasthan,Udaipur,False,False,Standard independent contractor account (single entity routing).
V017429,Contractor Company 017429,REG0017429,BANK017429,NONE,1,2,2870000,Madhya Pradesh,Bhopal,False,False,Standard independent contractor account (single entity routing).
V020014,Contractor Company 020014,REG0020014,BANK020014,NONE,1,1,2870000,West Bengal,Kolkata,False,False,Standard independent contractor account (single entity routing).
V020356,Contractor Company 020356,REG0020356,BANK020356,NONE,1,1,2870000,Karnataka,Hubballi,False,False,Standard independent contractor account (single entity routing).
V028293,Contractor Company 028293,REG0028293,BANK028293,NONE,1,1,2870000,Bihar,Bhagalpur,False,False,Standard independent contractor account (single entity routing).
V028812,Contractor Company 028812,REG0028812,BANK028812,NONE,1,1,2870000,Rajasthan,Udaipur,False,False,Standard independent contractor account (single entity routing).
V032794,Contractor Company 032794,REG0032794,BANK032794,NONE,1,1,2870000,Madhya Pradesh,Bhopal,False,False,Standard independent contractor account (single entity routing).
V046132,Contractor Company 046132,REG0046132,BANK046132,NONE,1,1,2870000,Telangana,Hyderabad,False,False,Standard independent contractor account (single entity routing).
V003294,Contractor Company 003294,REG0003294,BANK003294,NONE,1,2,2860000,Bihar,Muzaffarpur,False,False,Standard independent contractor account (single entity routing).
V009563,Contractor Company 009563,REG0009563,BANK009563,NONE,1,1,2860000,Bihar,Bhagalpur,False,False,Standard independent contractor account (single entity routing).
V017357,Contractor Company 017357,REG0017357,BANK017357,NONE,1,1,2860000,Rajasthan,Udaipur,False,False,Standard independent contractor account (single entity routing).
V019139,Contractor Company 019139,REG0019139,BANK019139,NONE,1,1,2860000,Bihar,Aurangabad,False,False,Standard independent contractor account (single entity routing).
V022641,Contractor Company 022641,REG0022641,BANK022641,NONE,1,1,2860000,Bihar,Gaya,False,False,Standard independent contractor account (single entity routing).
V023110,Contractor Company 023110,REG0023110,BANK023110,NONE,1,1,2860000,West Bengal,Siliguri,False,False,Standard independent contractor account (single entity routing).
V031410,Contractor Company 031410,REG0031410,BANK031410,NONE,1,1,2860000,Gujarat,Vadodara,False,False,Standard independent contractor account (single entity routing).
V035437,Contractor Company 035437,REG0035437,BANK035437,NONE,1,1,2860000,Rajasthan,Ajmer,False,False,Standard independent contractor account (single entity routing).
V036908,Contractor Company 036908,REG0036908,BANK036908,NONE,1,1,2860000,Maharashtra,Latur,False,False,Standard independent contractor account (single entity routing).
V039749,Contractor Company 039749,REG0039749,BANK039749,NONE,1,1,2860000,Bihar,Gaya,False,False,Standard independent contractor account (single entity routing).
V041226,Contractor Company 041226,REG0041226,BANK041226,NONE,1,2,2860000,West Bengal,Siliguri,False,False,Standard independent contractor account (single entity routing).
V042787,Contractor Company 042787,REG0042787,BANK042787,NONE,1,1,2860000,Telangana,Warangal,False,False,Standard independent contractor account (single entity routing).
V043433,Contractor Company 043433,REG0043433,BANK043433,NONE,1,1,2860000,West Bengal,Kolkata,False,False,Standard independent contractor account (single entity routing).
V044438,Contractor Company 044438,REG0044438,BANK044438,NONE,1,2,2860000,Maharashtra,Hingoli,False,False,Standard independent contractor account (single entity routing).
V045623,Contractor Company 045623,REG0045623,BANK045623,NONE,1,2,2860000,Gujarat,Rajkot,False,False,Standard independent contractor account (single entity routing).
V048389,Contractor Company 048389,REG0048389,BANK048389,NONE,1,1,2860000,Karnataka,Ballari,False,False,Standard independent contractor account (single entity routing).
V049737,Contractor Company 049737,REG0049737,BANK049737,NONE,1,1,2860000,Maharashtra,Solapur,False,False,Standard independent contractor account (single entity routing).
V001339,Contractor Company 001339,REG0001339,BANK001339,NONE,1,1,2850000,West Bengal,Kolkata,False,False,Standard independent contractor account (single entity routing).
V015351,Contractor Company 015351,REG0015351,BANK015351,NONE,1,1,2850000,Telangana,Hyderabad,False,False,Standard independent contractor account (single entity routing).
V018284,Contractor Company 018284,REG0018284,BANK018284,NONE,1,1,2850000,Rajasthan,Jaipur,False,False,Standard independent contractor account (single entity routing).
V019051,Contractor Company 019051,REG0019051,BANK019051,NONE,1,2,2850000,Telangana,Warangal,False,False,Standard independent contractor account (single entity routing).
V021397,Contractor Company 021397,REG0021397,BANK021397,NONE,1,1,2850000,Maharashtra,Nagpur,False,False,Standard independent contractor account (single entity routing).
V021412,Contractor Company 021412,REG0021412,BANK021412,NONE,1,1,2850000,Uttar Pradesh,Lucknow,False,False,Standard independent contractor account (single entity routing).
V024225,Contractor Company 024225,REG0024225,BANK024225,NONE,1,1,2850000,Tamil Nadu,Tiruchirappalli,False,False,Standard independent contractor account (single entity routing).
V024340,Contractor Company 024340,REG0024340,BANK024340,NONE,1,1,2850000,Madhya Pradesh,Jabalpur,False,False,Standard independent contractor account (single entity routing).
V030300,Contractor Company 030300,REG0030300,BANK030300,NONE,1,2,2850000,Gujarat,Bhavnagar,False,False,Standard independent contractor account (single entity routing).
