Project_ID,ML_Anomaly_Score,Graph_Risk_Score,Photo_Risk_Score,Work_Splitting_Score,Vendor_Concentration_Score,Utilization_Risk_Score,Final_Risk_Score,Risk_Level
P00073267,7,29,0,17,17,2,12,Low
P00073268,35,20,0,19,71,0,24,Low
P00073269,29,8,0,21,32,2,15,Low
P00073270,27,26,0,13,33,2,16,Low
P00073271,20,10,0,33,20,4,14,Low
P00073272,86,35,0,12,22,54,34,Low
P00073273,35,11,0,27,58,5,22,Low
P00073274,11,13,0,13,31,5,12,Low
P00073275,31,32,0,21,22,2,18,Low
P00073276,29,25,70,31,16,5,29,Low
P00073277,19,32,70,16,14,1,25,Low
P00073278,19,15,30,19,64,3,25,Low
P00073279,21,22,0,20,25,1,14,Low
P00073280,25,8,0,30,52,0,19,Low
P00073281,6,29,0,23,15,0,12,Low
P00073282,51,12,0,9,13,42,21,Low
P00073283,23,23,0,21,16,3,14,Low
P00073284,11,16,0,6,29,3,10,Low
P00073285,11,35,0,32,29,0,17,Low
P00073286,34,11,0,8,15,6,12,Low
P00073287,11,6,0,24,5,7,8,Low
P00073288,33,31,70,10,21,0,27,Low
P00073289,30,24,0,6,57,0,19,Low
P00073290,19,10,0,33,21,7,15,Low
P00073291,30,12,70,25,33,3,28,Low
P00073292,24,22,0,8,21,4,13,Low
P00073293,20,86,0,7,91,1,34,Low
P00073294,27,35,0,29,14,1,17,Low
P00073295,19,16,0,16,9,1,10,Low
P00073296,6,33,0,35,31,1,17,Low
P00073297,10,10,0,9,6,0,5,Low
P00073298,29,43,0,8,31,2,18,Low
P00073299,8,25,0,8,5,6,8,Low
P00073300,20,11,0,13,19,4,11,Low
P00073301,32,13,0,34,11,5,15,Low
P00073302,12,11,0,28,10,5,11,Low
P00073303,32,31,0,24,13,0,16,Low
P00073304,16,29,30,20,29,3,21,Low
P00073305,35,66,0,21,30,31,30,Low
P00073306,45,79,0,5,34,45,34,Low
P00073307,11,29,0,34,31,0,17,Low
P00073308,30,5,0,8,17,4,10,Low
P00073309,14,32,0,6,29,0,13,Low
P00073310,16,17,70,20,68,0,31,Low
P00073311,13,19,70,34,31,4,28,Low
P00073312,21,20,0,7,6,0,9,Low
P00073313,22,27,0,6,33,6,15,Low
P00073314,34,20,0,6,21,7,14,Low
P00073315,6,12,0,24,27,28,16,Low
P00073316,16,29,0,15,29,3,15,Low
P00073317,5,9,0,13,11,5,7,Low
P00073318,24,19,0,9,33,6,15,Low
P00073319,15,22,0,13,7,6,10,Low
P00073320,6,28,0,24,17,6,13,Low
P00073321,5,7,0,11,16,0,6,Low
P00073322,26,17,0,30,46,0,19,Low
P00073323,18,35,0,17,18,26,19,Low
P00073324,15,25,0,6,14,0,10,Low
P00073325,8,21,0,13,25,5,12,Low
P00073326,19,28,0,30,23,0,16,Low
P00073327,12,35,0,9,19,2,12,Low
P00073328,6,30,70,20,26,1,25,Low
P00073329,32,25,0,12,9,2,13,Low
P00073330,25,10,0,8,19,3,10,Low
P00073331,7,25,0,11,28,5,12,Low
P00073332,23,26,0,24,26,0,16,Low
P00073333,23,27,0,24,13,2,14,Low
P00073334,26,35,0,15,15,1,15,Low
P00073335,11,33,0,5,29,5,13,Low
P00073336,9,23,0,31,18,28,18,Low
P00073337,13,8,0,29,20,2,12,Low
P00073338,17,16,70,31,26,2,27,Low
P00073339,28,50,0,25,6,2,18,Low
P00073340,15,34,0,5,11,5,11,Low
P00073341,28,28,30,16,20,4,21,Low
P00073342,31,39,0,11,6,2,14,Low
P00073343,34,8,0,5,13,5,10,Low
P00073344,29,28,0,34,16,3,18,Low
P00073345,33,9,0,33,32,4,18,Low
P00073346,58,31,0,6,28,53,29,Low
P00073347,31,32,0,20,35,1,19,Low
P00073348,20,17,0,11,34,6,14,Low
P00073349,7,21,0,19,29,0,12,Low
P00073350,23,27,0,32,5,0,14,Low
P00073351,16,35,0,25,24,1,16,Low
P00073352,22,17,0,35,26,2,17,Low
P00073353,22,27,0,27,25,1,17,Low
P00073354,17,16,30,9,34,4,18,Low
P00073355,13,59,0,5,32,4,18,Low
P00073356,32,10,0,16,61,4,20,Low
P00073357,24,9,30,30,28,4,20,Low
P00073358,14,25,0,31,26,0,16,Low
P00073359,17,60,0,35,11,0,20,Low
P00073360,14,21,0,28,23,4,15,Low
P00073361,15,22,0,18,31,2,14,Low
P00073362,11,10,0,13,19,3,9,Low
P00073363,22,8,0,6,18,1,9,Low
P00073364,23,79,70,30,26,4,38,Medium
P00073365,30,16,0,24,25,5,16,Low
P00073366,13,70,0,34,33,0,25,Low
P00073367,7,16,0,17,26,6,12,Low
P00073368,11,30,0,11,5,2,9,Low
P00073369,6,18,70,27,13,6,23,Low
P00073370,27,8,0,7,17,2,10,Low
P00073371,28,11,70,12,16,1,23,Low
P00073372,8,5,0,33,70,1,19,Low
P00073373,21,57,0,13,30,5,21,Low
P00073374,45,22,0,19,20,45,25,Low
P00073375,8,7,70,27,15,2,21,Low
P00073376,26,42,70,8,29,21,32,Low
P00073377,31,11,0,29,9,5,14,Low
P00073378,22,32,0,12,7,1,12,Low
P00073379,28,25,0,19,21,3,16,Low
P00073380,27,12,0,33,31,6,18,Low
P00073381,14,60,70,10,19,4,29,Low
P00073382,67,15,70,21,17,56,41,Medium
P00073383,18,9,70,21,16,6,23,Low
P00073384,7,52,0,33,31,7,21,Low
P00073385,7,34,0,31,33,6,18,Low
P00073386,26,31,0,26,6,6,15,Low
P00073387,14,26,0,24,25,0,14,Low
P00073388,34,29,0,10,30,1,17,Low
P00073389,23,14,0,28,6,2,12,Low
P00073390,11,8,0,14,17,5,9,Low
P00073391,26,30,0,16,25,7,17,Low
P00073392,29,19,0,14,14,6,13,Low
P00073393,7,10,0,5,12,0,5,Low
P00073394,15,71,70,5,5,2,28,Low
P00073395,28,28,0,21,7,0,14,Low
P00073396,16,11,0,21,23,3,12,Low
P00073397,13,30,0,13,16,4,12,Low
P00073398,13,27,0,6,21,5,12,Low
P00073399,5,12,0,21,11,5,9,Low
P00073400,16,76,0,34,8,1,22,Low
P00073401,35,19,70,32,5,2,27,Low
P00073402,19,31,0,13,20,2,14,Low
P00073403,15,13,0,9,14,3,9,Low
P00073404,12,5,0,10,8,0,5,Low
P00073405,9,33,0,12,24,22,16,Low
P00073406,25,50,0,29,13,1,19,Low
P00073407,35,57,0,19,10,4,20,Low
P00073408,63,11,0,18,34,43,28,Low
P00073409,7,27,0,30,35,31,21,Low
P00073410,60,27,0,13,32,56,31,Low
P00073411,14,5,0,24,31,0,12,Low
P00073412,32,13,0,27,63,4,23,Low
P00073413,15,20,0,18,8,4,10,Low
P00073414,19,33,0,33,22,1,18,Low
P00073415,10,15,0,16,6,2,8,Low
P00073416,16,30,0,35,14,5,16,Low
P00073417,12,30,0,21,11,2,12,Low
P00073418,26,16,0,15,31,1,14,Low
P00073419,11,25,30,27,7,4,17,Low
P00073420,49,25,0,6,12,45,22,Low
P00073421,26,71,0,8,19,3,21,Low
P00073422,13,7,30,23,31,4,18,Low
P00073423,31,5,0,21,63,7,21,Low
P00073424,9,25,0,17,16,6,12,Low
P00073425,13,85,0,30,22,3,25,Low
P00073426,29,32,0,22,20,0,17,Low
P00073427,26,32,0,32,58,7,25,Low
P00073428,87,7,30,24,11,53,35,Medium
P00073429,13,25,0,9,34,4,14,Low
P00073430,35,62,0,14,27,7,24,Low
P00073431,34,9,0,8,31,4,14,Low
P00073432,32,33,0,33,35,1,22,Low
P00073433,33,45,0,33,34,6,25,Low
P00073434,22,6,0,32,22,0,13,Low
P00073435,8,17,0,28,15,5,12,Low
P00073436,15,21,0,31,21,5,15,Low
P00073437,13,7,0,33,21,4,13,Low
P00073438,26,30,0,16,18,3,15,Low
P00073439,20,8,0,33,5,0,11,Low
P00073440,62,19,0,15,18,42,26,Low
P00073441,21,10,0,26,26,2,14,Low
P00073442,6,33,0,35,26,6,17,Low
P00073443,6,54,0,31,28,5,20,Low
P00073444,6,25,0,20,34,3,14,Low
P00073445,17,65,0,25,68,0,29,Low
P00073446,20,34,0,30,27,2,18,Low
P00073447,24,13,0,9,23,5,12,Low
P00073448,22,25,0,10,28,5,15,Low
P00073449,15,23,70,35,25,4,28,Low
P00073450,24,27,0,15,32,27,20,Low
P00073451,8,7,0,15,26,3,9,Low
P00073452,27,9,0,6,11,1,9,Low
P00073453,24,30,0,19,18,0,15,Low
P00073454,12,11,0,34,6,1,10,Low
P00073455,14,69,0,5,14,3,17,Low
P00073456,26,11,0,23,8,1,11,Low
P00073457,31,29,0,33,10,4,17,Low
P00073458,25,19,0,27,63,0,22,Low
P00073459,20,70,0,11,26,6,22,Low
P00073460,19,10,0,15,33,1,13,Low
P00073461,10,8,30,28,13,6,15,Low
P00073462,5,30,0,6,6,0,7,Low
P00073463,13,21,0,22,15,6,12,Low
P00073464,16,10,0,9,13,5,8,Low
P00073465,6,34,0,17,7,4,11,Low
P00073466,12,12,0,26,35,4,14,Low
P00073467,13,32,0,35,18,4,17,Low
P00073468,22,56,0,13,24,0,19,Low
P00073469,30,24,0,16,8,2,13,Low
P00073470,12,22,0,35,60,2,21,Low
P00073471,34,27,0,16,29,1,17,Low
P00073472,18,28,0,20,5,2,12,Low
P00073473,19,33,0,5,30,40,21,Low
P00073474,29,23,0,19,12,4,14,Low
P00073475,32,30,0,14,33,3,18,Low
P00073476,29,12,70,18,26,1,26,Low
P00073477,35,18,0,17,24,6,16,Low
P00073478,12,33,0,20,22,6,15,Low
P00073479,20,28,0,10,24,4,14,Low
P00073480,17,34,0,17,34,5,17,Low
P00073481,6,13,0,10,32,3,10,Low
P00073482,86,5,0,13,34,44,30,Low
P00073483,17,23,70,32,32,2,29,Low
P00073484,14,36,70,13,26,0,26,Low
P00073485,26,22,0,22,31,5,17,Low
P00073486,66,61,0,33,20,49,38,Medium
P00073487,22,18,0,5,32,1,13,Low
P00073488,14,18,0,33,5,5,12,Low
P00073489,14,12,0,31,13,0,11,Low
P00073490,30,5,0,21,23,1,13,Low
P00073491,28,28,0,11,6,1,12,Low
P00073492,17,30,0,19,11,2,13,Low
P00073493,30,14,0,13,23,0,13,Low
P00073494,30,59,0,21,24,31,27,Low
P00073495,16,9,0,28,20,4,12,Low
P00073496,24,10,0,29,28,1,15,Low
P00073497,5,15,0,16,83,6,20,Low
P00073498,8,55,0,27,7,1,16,Low
P00073499,22,13,0,12,33,0,13,Low
P00073500,29,27,0,24,31,0,18,Low
P00073501,14,33,0,14,12,2,12,Low
P00073502,20,35,0,29,11,22,19,Low
P00073503,23,21,0,31,35,4,19,Low
P00073504,11,27,0,9,29,4,13,Low
P00073505,27,35,0,26,19,4,18,Low
P00073506,8,14,0,15,32,0,11,Low
P00073507,15,16,0,11,27,0,11,Low
P00073508,20,29,70,21,30,5,29,Low
P00073509,34,10,0,25,28,2,16,Low
P00073510,16,18,0,35,34,4,17,Low
P00073511,77,29,0,23,62,41,38,Medium
P00073512,24,29,0,11,31,5,16,Low
P00073513,6,22,0,33,18,20,16,Low
P00073514,13,28,0,12,28,5,14,Low
P00073515,27,21,0,12,26,0,14,Low
P00073516,8,23,0,18,11,0,10,Low
P00073517,22,8,30,28,18,0,17,Low
P00073518,23,31,0,26,13,34,21,Low
P00073519,5,5,0,11,7,1,4,Low
P00073520,15,26,0,21,34,1,16,Low
P00073521,31,60,70,30,27,4,37,Medium
P00073522,34,25,0,8,17,23,17,Low
P00073523,26,33,0,30,33,1,20,Low
P00073524,57,7,0,32,15,47,26,Low
P00073525,7,22,0,31,79,0,23,Low
P00073526,23,22,0,21,11,1,13,Low
P00073527,8,16,0,19,35,0,13,Low
P00073528,21,24,0,25,11,3,14,Low
P00073529,10,27,30,14,30,0,18,Low
P00073530,33,5,0,27,22,2,14,Low
P00073531,12,66,30,35,5,5,25,Low
P00073532,7,12,0,34,19,1,12,Low
P00073533,60,53,0,28,8,42,31,Low
P00073534,23,60,0,12,10,6,18,Low
P00073535,8,20,0,19,15,4,11,Low
P00073536,35,17,0,27,6,4,14,Low
P00073537,19,19,0,6,34,5,13,Low
P00073538,30,13,0,17,12,2,12,Low
P00073539,30,11,0,7,8,3,9,Low
P00073540,11,21,0,32,27,0,15,Low
P00073541,24,22,0,12,10,3,11,Low
P00073542,26,7,0,18,12,2,10,Low
P00073543,10,6,0,25,46,7,15,Low
P00073544,9,15,0,34,15,1,12,Low
P00073545,30,9,0,14,10,4,11,Low
P00073546,30,25,0,29,11,3,16,Low
P00073547,8,15,0,24,32,6,14,Low
P00073548,28,16,0,33,10,4,15,Low
P00073549,7,15,0,34,23,5,14,Low
P00073550,28,8,0,10,23,6,12,Low
P00073551,31,20,0,32,28,2,18,Low
P00073552,34,18,0,16,27,5,16,Low
P00073553,8,18,0,30,31,0,14,Low
P00073554,6,23,0,18,8,1,9,Low
P00073555,14,35,0,24,32,1,17,Low
P00073556,70,16,0,5,33,48,28,Low
P00073557,22,18,0,6,8,6,10,Low
P00073558,18,49,0,7,11,0,14,Low
P00073559,19,24,0,21,10,5,13,Low
P00073560,8,19,0,17,8,0,8,Low
P00073561,23,7,0,32,24,2,14,Low
P00073562,28,30,30,24,64,5,30,Low
P00073563,26,17,0,32,29,7,18,Low
P00073564,35,14,0,33,9,6,16,Low
P00073565,14,5,0,5,22,0,7,Low
P00073566,20,16,0,35,70,1,23,Low
P00073567,15,26,0,20,19,7,14,Low
P00073568,11,18,0,10,48,3,15,Low
P00073569,14,5,0,25,17,5,11,Low
P00073570,35,8,0,20,10,2,12,Low
P00073571,25,60,0,24,10,1,20,Low
P00073572,8,5,0,23,17,0,8,Low
P00073573,23,22,70,33,73,3,37,Medium
P00073574,23,27,0,21,25,1,16,Low
P00073575,25,30,70,10,33,36,34,Low
P00073576,32,50,0,7,18,0,17,Low
P00073577,27,7,0,9,31,3,12,Low
P00073578,23,30,0,33,26,0,18,Low
P00073579,10,27,0,21,12,6,12,Low
P00073580,60,24,0,34,11,43,28,Low
P00073581,9,11,0,28,29,7,14,Low
P00073582,32,32,0,20,26,5,19,Low
P00073583,17,33,0,12,17,4,13,Low
P00073584,21,8,0,26,15,7,12,Low
P00073585,20,19,70,24,16,0,24,Low
P00073586,25,24,0,35,10,7,16,Low
P00073587,33,21,0,16,13,3,14,Low
P00073588,8,32,0,22,23,6,15,Low
P00073589,26,6,0,19,16,4,11,Low
P00073590,19,32,0,33,27,5,19,Low
P00073591,14,29,0,34,27,0,17,Low
P00073592,31,5,0,33,26,1,16,Low
P00073593,16,5,0,19,32,5,12,Low
P00073594,17,34,0,11,10,1,12,Low
P00073595,32,15,0,18,16,3,14,Low
P00073596,13,10,0,16,27,26,15,Low
P00073597,14,60,0,18,9,6,17,Low
P00073598,31,5,0,30,18,6,15,Low
P00073599,22,31,30,33,16,3,22,Low
P00073600,67,17,0,29,29,56,33,Low
P00073601,14,22,0,29,27,2,15,Low
P00073602,6,16,0,33,42,2,16,Low
P00073603,14,17,0,28,26,2,14,Low
P00073604,11,8,0,7,16,6,8,Low
P00073605,8,30,70,11,31,2,25,Low
P00073606,14,28,0,10,19,3,12,Low
P00073607,11,19,0,25,20,6,13,Low
P00073608,21,19,30,7,32,1,18,Low
P00073609,29,24,30,13,42,1,23,Low
P00073610,65,17,0,30,28,44,30,Low
P00073611,18,19,0,7,38,2,14,Low
P00073612,9,12,0,26,19,5,11,Low
P00073613,23,23,0,13,28,5,15,Low
P00073614,18,7,0,21,25,0,11,Low
P00073615,33,9,0,8,21,1,12,Low
P00073616,12,9,0,13,17,4,9,Low
P00073617,17,34,0,21,8,6,14,Low
P00073618,20,19,0,32,12,1,14,Low
P00073619,19,22,0,28,16,0,14,Low
P00073620,25,32,0,16,14,6,15,Low
P00073621,24,32,0,31,53,3,23,Low
P00073622,30,20,0,23,21,7,16,Low
P00073623,25,25,0,32,41,2,20,Low
P00073624,26,53,0,15,21,2,19,Low
P00073625,6,32,0,8,33,4,13,Low
P00073626,7,23,0,34,13,5,13,Low
P00073627,11,26,0,28,30,3,16,Low
P00073628,17,5,0,23,17,1,10,Low
P00073629,14,14,70,27,13,5,23,Low
P00073630,12,82,0,11,69,4,29,Low
P00073631,31,5,0,13,33,1,13,Low
P00073632,16,21,0,35,75,6,25,Low
P00073633,17,20,0,24,25,4,15,Low
P00073634,16,16,0,11,16,5,10,Low
P00073635,18,18,70,32,22,7,27,Low
P00073636,18,17,0,7,26,2,11,Low
P00073637,14,21,0,25,29,4,15,Low
P00073638,31,17,70,15,21,6,26,Low
P00073639,33,15,0,23,11,4,14,Low
P00073640,34,19,0,17,7,38,19,Low
P00073641,35,15,0,35,32,1,19,Low
P00073642,6,90,0,13,17,4,21,Low
P00073643,30,17,0,15,32,7,16,Low
P00073644,43,31,0,10,8,45,22,Low
P00073645,7,7,0,16,21,1,8,Low
P00073646,10,14,0,22,19,1,11,Low
P00073647,16,17,0,35,5,2,12,Low
P00073648,9,8,0,23,29,3,12,Low
P00073649,34,35,0,22,68,2,26,Low
P00073650,70,26,0,20,6,41,27,Low
P00073651,7,11,0,33,20,5,12,Low
P00073652,15,70,0,7,69,4,27,Low
P00073653,10,8,0,20,17,5,10,Low
P00073654,31,14,0,15,32,6,16,Low
P00073655,30,9,0,28,6,6,13,Low
P00073656,10,18,0,21,57,2,18,Low
P00073657,15,11,0,10,10,1,7,Low
P00073658,29,28,0,30,22,2,18,Low
P00073659,21,54,0,22,21,0,19,Low
P00073660,33,35,0,33,25,4,21,Low
P00073661,35,27,0,23,24,4,18,Low
P00073662,18,16,0,8,28,6,12,Low
P00073663,7,45,0,7,31,0,15,Low
P00073664,34,25,70,22,24,5,30,Low
P00073665,19,21,0,15,35,6,16,Low
P00073666,6,5,0,6,10,1,4,Low
P00073667,18,68,70,20,34,5,35,Medium
P00073668,10,25,70,22,19,6,25,Low
P00073669,32,9,0,10,17,3,11,Low
P00073670,24,32,70,6,65,5,33,Low
P00073671,6,29,70,9,7,0,20,Low
P00073672,28,12,0,27,12,5,14,Low
P00073673,6,22,70,17,13,4,22,Low
P00073674,29,15,0,22,29,0,15,Low
P00073675,65,47,0,8,20,44,30,Low
P00073676,18,25,0,34,10,0,14,Low
P00073677,19,64,70,5,27,0,30,Low
P00073678,16,26,0,34,20,5,16,Low
P00073679,31,27,0,20,32,0,18,Low
P00073680,17,20,0,13,14,5,11,Low
P00073681,27,33,70,17,21,7,29,Low
P00073682,13,72,0,10,18,29,23,Low
P00073683,31,33,0,20,16,5,17,Low
P00073684,21,20,70,13,17,4,24,Low
P00073685,12,6,0,29,25,2,12,Low
P00073686,21,16,0,27,22,5,15,Low
P00073687,5,16,30,11,13,26,16,Low
P00073688,28,19,0,26,5,1,13,Low
P00073689,25,31,0,26,17,1,16,Low
P00073690,12,6,0,22,32,3,12,Low
P00073691,21,15,0,13,12,2,10,Low
P00073692,12,6,0,34,10,6,11,Low
P00073693,25,9,0,29,54,2,19,Low
P00073694,8,13,0,11,29,0,10,Low
P00073695,11,21,0,23,62,5,20,Low
P00073696,32,17,0,22,26,2,16,Low
P00073697,7,7,0,8,14,22,9,Low
P00073698,23,13,0,34,15,0,14,Low
P00073699,20,28,0,22,16,1,14,Low
P00073700,13,24,0,13,27,0,12,Low
P00073701,5,25,70,12,18,1,21,Low
P00073702,6,13,0,22,7,3,8,Low
P00073703,72,33,30,23,5,56,36,Medium
P00073704,28,23,0,5,7,7,11,Low
P00073705,19,14,0,11,31,7,13,Low
P00073706,12,33,70,14,21,0,25,Low
P00073707,33,20,0,6,7,2,11,Low
P00073708,34,64,0,24,12,6,23,Low
P00073709,18,26,0,32,9,4,14,Low
P00073710,43,33,0,34,29,43,30,Low
P00073711,26,34,0,5,67,4,22,Low
P00073712,35,13,0,22,35,0,17,Low
P00073713,56,37,70,25,30,54,45,Medium
P00073714,6,24,0,12,6,0,8,Low
P00073715,9,29,0,28,5,0,11,Low
P00073716,31,29,0,20,31,5,19,Low
P00073717,15,30,0,14,7,6,12,Low
P00073718,8,24,0,26,35,1,15,Low
P00073719,16,17,0,13,27,0,12,Low
P00073720,23,7,0,5,29,6,11,Low
P00073721,23,7,0,23,52,4,18,Low
P00073722,19,13,0,23,34,3,15,Low
P00073723,5,20,0,33,34,22,19,Low
P00073724,34,12,0,15,19,2,13,Low
P00073725,20,20,0,15,40,0,15,Low
P00073726,5,6,0,19,11,5,7,Low
P00073727,27,60,0,11,31,5,22,Low
P00073728,8,10,30,32,29,4,18,Low
P00073729,10,12,0,7,32,0,10,Low
P00073730,14,9,0,9,5,3,6,Low
P00073731,24,5,0,35,8,1,12,Low
P00073732,19,28,0,31,35,7,20,Low
P00073733,26,51,0,23,20,1,20,Low
P00073734,76,13,0,35,18,44,31,Low
P00073735,7,31,0,26,70,4,23,Low
P00073736,22,20,0,8,26,5,13,Low
P00073737,18,8,0,13,21,4,10,Low
P00073738,28,67,0,28,9,0,22,Low
P00073739,6,25,0,29,24,4,14,Low
P00073740,32,15,0,34,12,3,16,Low
P00073741,34,7,0,17,33,3,15,Low
P00073742,11,6,70,19,23,0,21,Low
P00073743,11,19,0,11,20,4,10,Low
P00073744,22,11,0,13,10,3,9,Low
P00073745,10,8,30,7,58,4,19,Low
P00073746,26,14,0,24,26,2,15,Low
P00073747,30,51,0,23,35,24,27,Low
P00073748,6,10,0,19,15,6,9,Low
P00073749,35,10,0,10,35,31,20,Low
P00073750,35,31,0,5,21,4,16,Low
P00073751,11,8,0,35,79,2,22,Low
P00073752,5,35,0,29,21,0,15,Low
P00073753,5,12,0,25,31,3,12,Low
P00073754,69,47,0,33,14,55,36,Medium
P00073755,15,14,0,35,79,1,24,Low
P00073756,6,8,0,34,30,6,14,Low
P00073757,32,18,0,12,11,5,13,Low
P00073758,35,59,0,35,35,2,27,Low
P00073759,23,8,0,15,24,1,11,Low
P00073760,16,33,0,28,30,6,18,Low
P00073761,32,17,0,5,33,0,14,Low
P00073762,32,8,0,33,57,0,21,Low
P00073763,28,23,0,32,87,1,28,Low
P00073764,25,33,0,24,63,1,24,Low
P00073765,29,58,0,35,12,4,23,Low
P00073766,32,20,0,22,26,6,17,Low
P00073767,13,30,0,34,28,1,17,Low
P00073768,15,16,0,34,34,1,16,Low
P00073769,11,8,0,6,35,3,10,Low
P00073770,32,9,0,31,11,0,13,Low
P00073771,26,28,0,24,20,7,17,Low
P00073772,22,23,0,29,13,26,18,Low
P00073773,8,17,0,16,16,1,9,Low
P00073774,20,7,0,27,33,2,14,Low
P00073775,14,35,0,15,24,3,15,Low
P00073776,74,34,0,8,23,43,30,Low
P00073777,15,13,0,12,62,3,17,Low
P00073778,18,89,0,8,34,6,25,Low
P00073779,20,29,0,34,5,0,14,Low
P00073780,16,18,0,8,11,4,9,Low
P00073781,26,23,0,17,12,5,13,Low
P00073782,33,33,0,7,15,0,14,Low
P00073783,7,15,0,15,12,5,9,Low
P00073784,16,6,0,28,28,37,19,Low
P00073785,14,22,0,9,73,1,19,Low
P00073786,6,17,0,19,15,2,9,Low
P00073787,34,6,0,31,31,4,17,Low
P00073788,34,27,0,9,13,2,14,Low
P00073789,11,10,70,24,33,6,25,Low
P00073790,26,35,70,19,32,2,30,Low
P00073791,33,17,70,27,7,3,26,Low
P00073792,22,21,0,12,5,3,10,Low
P00073793,27,89,0,10,79,0,34,Low
P00073794,24,26,0,20,8,1,13,Low
P00073795,21,9,0,24,33,4,15,Low
P00073796,11,68,0,22,28,0,21,Low
P00073797,26,40,0,14,8,6,15,Low
P00073798,29,5,0,14,18,4,11,Low
P00073799,19,20,0,33,5,0,12,Low
P00073800,9,62,0,19,26,6,20,Low
P00073801,21,13,0,29,17,6,14,Low
P00073802,62,66,0,9,6,42,30,Low
P00073803,25,17,70,32,25,39,34,Low
P00073804,12,9,0,6,26,2,9,Low
P00073805,29,28,30,9,14,1,18,Low
P00073806,19,29,0,21,13,1,13,Low
P00073807,23,17,70,10,15,0,22,Low
P00073808,6,8,0,24,24,6,11,Low
P00073809,35,16,70,24,13,3,26,Low
P00073810,7,5,0,22,34,4,12,Low
P00073811,62,72,0,30,14,44,37,Medium
P00073812,17,51,0,28,15,4,19,Low
P00073813,15,24,70,31,9,0,24,Low
P00073814,14,18,0,14,35,28,18,Low
P00073815,17,13,0,27,24,0,13,Low
P00073816,7,5,0,13,27,3,9,Low
P00073817,25,19,0,29,9,4,14,Low
P00073818,32,22,0,35,11,3,17,Low
P00073819,13,29,0,18,21,2,13,Low
P00073820,8,33,0,23,17,4,14,Low
P00073821,45,30,0,34,13,45,27,Low
P00073822,32,24,0,16,11,4,14,Low
P00073823,71,30,0,27,29,56,35,Medium
P00073824,81,72,0,21,23,46,40,Medium
P00073825,8,14,0,19,24,3,11,Low
P00073826,30,20,0,24,8,4,14,Low
P00073827,11,10,0,25,33,3,13,Low
P00073828,68,11,0,35,30,42,31,Low
P00073829,34,35,0,28,20,0,19,Low
P00073830,28,32,0,20,23,4,17,Low
P00073831,6,7,0,10,17,6,7,Low
P00073832,23,31,0,9,10,4,12,Low
P00073833,32,34,0,17,21,6,18,Low
P00073834,14,65,0,16,30,4,21,Low
P00073835,34,20,0,34,33,3,20,Low
P00073836,39,62,0,25,17,57,33,Low
P00073837,16,18,0,20,67,4,20,Low
P00073838,23,13,70,13,16,6,23,Low
P00073839,35,12,0,31,32,5,19,Low
P00073840,55,34,0,8,32,48,29,Low
P00073841,35,13,0,32,6,5,15,Low
P00073842,15,28,0,34,14,2,15,Low
P00073843,22,35,70,25,11,2,27,Low
P00073844,8,11,0,7,12,0,6,Low
P00073845,10,20,0,5,13,2,8,Low
P00073846,11,28,0,15,7,3,10,Low
P00073847,20,24,70,26,26,4,28,Low
P00073848,9,30,0,28,17,2,14,Low
P00073849,10,19,0,12,5,4,8,Low
P00073850,15,24,0,18,23,2,13,Low
P00073851,15,18,0,9,14,26,13,Low
P00073852,30,25,0,19,33,0,17,Low
P00073853,33,27,0,18,21,0,16,Low
P00073854,26,15,0,7,77,0,20,Low
P00073855,33,18,0,25,8,6,15,Low
P00073856,10,17,70,9,32,1,23,Low
P00073857,21,11,0,16,33,0,13,Low
P00073858,18,16,0,10,22,6,12,Low
P00073859,21,10,0,7,21,2,10,Low
P00073860,29,27,0,17,23,37,22,Low
P00073861,17,17,0,5,7,2,8,Low
P00073862,17,8,0,7,22,3,9,Low
P00073863,26,20,0,16,7,1,11,Low
P00073864,33,23,0,5,28,4,15,Low
P00073865,28,18,0,5,25,5,13,Low
P00073866,32,72,0,8,17,1,21,Low
P00073867,23,28,0,22,16,22,18,Low
P00073868,10,27,0,11,6,0,9,Low
P00073869,6,24,0,26,16,5,12,Low
P00073870,28,30,0,25,8,0,15,Low
P00073871,13,16,0,13,10,3,9,Low
P00073872,14,27,0,30,34,4,18,Low
P00073873,30,24,0,22,20,5,16,Low
P00073874,33,24,0,23,51,2,22,Low
P00073875,33,12,70,30,8,2,25,Low
P00073876,10,16,0,31,31,4,15,Low
P00073877,16,33,70,24,10,3,26,Low
P00073878,17,20,0,15,53,0,17,Low
P00073879,15,15,0,34,15,0,13,Low
P00073880,25,7,0,16,16,5,11,Low
P00073881,7,15,0,7,13,28,11,Low
P00073882,6,13,0,15,35,3,12,Low
P00073883,9,8,0,17,57,5,16,Low
P00073884,19,10,0,8,28,2,11,Low
P00073885,23,29,0,8,75,2,22,Low
P00073886,8,15,0,9,28,2,10,Low
P00073887,31,21,0,29,15,0,16,Low
P00073888,35,70,0,11,25,0,23,Low
P00073889,31,12,0,29,9,6,14,Low
P00073890,12,32,0,16,60,0,20,Low
P00073891,30,23,0,7,6,5,11,Low
P00073892,30,16,0,8,27,33,19,Low
P00073893,69,34,0,13,27,58,33,Low
P00073894,30,22,70,14,32,4,28,Low
P00073895,9,9,0,6,7,4,5,Low
P00073896,26,11,0,9,10,0,9,Low
P00073897,48,17,0,21,34,44,27,Low
