Payment_ID,Project_ID,Vendor_ID,Invoice_ID,Payment_Date,Payment_Amount,Payment_Type
PAY000162137,P00081040,V033276,INV000162137,2025-05-30,4615048,First Installment
PAY000162138,P00081040,V033276,INV000162138,2025-03-09,4894952,Final Installment
PAY000162139,P00081041,V032525,INV000162139,2025-08-23,3897843,First Installment
PAY000162140,P00081041,V032525,INV000162140,2025-08-30,2308466,Intermediate Installment
PAY000162141,P00081041,V032525,INV000162141,2025-08-17,2033691,Final Installment
PAY000162142,P00081042,V016224,INV000162142,2026-01-03,3518997,First Installment
PAY000162143,P00081042,V016224,INV000162143,2025-11-23,2351003,Final Installment
PAY000162144,P00081043,V049987,INV000162144,2025-08-13,5165736,First Installment
PAY000162145,P00081043,V049987,INV000162145,2025-10-16,2207027,Intermediate Installment
PAY000162146,P00081043,V049987,INV000162146,2025-06-18,1857237,Final Installment
PAY000162147,P00081044,V017522,INV000162147,2025-08-15,2440754,First Installment
PAY000162148,P00081044,V017522,INV000162148,2025-07-04,2163019,Intermediate Installment
PAY000162149,P00081044,V017522,INV000162149,2025-03-26,1686227,Final Installment
PAY000162150,P00081045,V043681,INV000162150,2025-10-11,1500000,First Installment
PAY000162151,P00081046,V049192,INV000162151,2025-09-21,1558898,First Installment
PAY000162152,P00081046,V049192,INV000162152,2026-01-20,1731102,Final Installment
PAY000162153,P00081047,V048769,INV000162153,2025-10-17,1213594,First Installment
PAY000162154,P00081047,V048769,INV000162154,2025-06-22,1436406,Final Installment
PAY000162155,P00081048,V026402,INV000162155,2025-11-16,2711585,First Installment
PAY000162156,P00081048,V026402,INV000162156,2025-12-15,3618415,Final Installment
PAY000162157,P00081049,V024015,INV000162157,2025-04-22,2587979,First Installment
PAY000162158,P00081049,V024015,INV000162158,2025-06-16,1335549,Intermediate Installment
PAY000162159,P00081049,V024015,INV000162159,2025-02-18,1686472,Final Installment
PAY000162160,P00081050,V015276,INV000162160,2025-05-31,2834572,First Installment
PAY000162161,P00081050,V015276,INV000162161,2025-07-24,1703054,Intermediate Installment
PAY000162162,P00081050,V015276,INV000162162,2025-10-29,2692374,Final Installment
PAY000162163,P00081051,V035822,INV000162163,2025-08-27,8900000,First Installment
PAY000162164,P00081052,V006775,INV000162164,2025-05-01,3459160,First Installment
PAY000162165,P00081052,V006775,INV000162165,2025-05-20,823122,Intermediate Installment
PAY000162166,P00081052,V006775,INV000162166,2025-04-22,1537718,Final Installment
PAY000162167,P00081053,V031895,INV000162167,2025-10-20,2743067,First Installment
PAY000162168,P00081053,V031895,INV000162168,2025-10-10,1117144,Intermediate Installment
PAY000162169,P00081053,V031895,INV000162169,2025-11-14,1109789,Final Installment
PAY000162170,P00081054,V022114,INV000162170,2025-06-28,4620000,First Installment
PAY000162171,P00081055,V018147,INV000162171,2025-03-19,3450623,First Installment
PAY000162172,P00081055,V018147,INV000162172,2025-04-09,2060070,Intermediate Installment
PAY000162173,P00081055,V018147,INV000162173,2025-03-02,1469307,Final Installment
PAY000162174,P00081056,V037710,INV000162174,2025-06-27,1820000,First Installment
PAY000162175,P00081057,V049025,INV000162175,2025-08-28,408578,First Installment
PAY000162176,P00081057,V049025,INV000162176,2025-06-09,366410,Intermediate Installment
PAY000162177,P00081057,V049025,INV000162177,2025-09-13,515012,Final Installment
PAY000162178,P00081058,V029195,INV000162178,2025-07-05,3906708,First Installment
PAY000162179,P00081058,V029195,INV000162179,2025-03-07,2853292,Final Installment
PAY000162180,P00081059,V016673,INV000162180,2025-06-09,9870000,First Installment
PAY000162181,P00081060,V047212,INV000162181,2025-03-24,9140000,First Installment
PAY000162182,P00081061,V035767,INV000162182,2025-11-06,1532979,First Installment
PAY000162183,P00081061,V035767,INV000162183,2025-07-26,1547021,Final Installment
PAY000162184,P00081062,V040809,INV000162184,2025-10-29,1904236,First Installment
PAY000162185,P00081062,V040809,INV000162185,2025-12-01,2675764,Final Installment
PAY000162186,P00081063,V021774,INV000162186,2025-08-22,1857652,First Installment
PAY000162187,P00081063,V021774,INV000162187,2025-07-27,2962348,Final Installment
PAY000162188,P00081064,V043126,INV000162188,2026-01-18,4270072,First Installment
PAY000162189,P00081064,V043126,INV000162189,2025-11-26,2687384,Intermediate Installment
PAY000162190,P00081064,V043126,INV000162190,2025-09-20,2062544,Final Installment
PAY000162191,P00081065,V014088,INV000162191,2025-08-25,3021361,First Installment
PAY000162192,P00081065,V014088,INV000162192,2025-10-19,2598639,Final Installment
PAY000162193,P00081066,V035708,INV000162193,2025-08-19,3102710,First Installment
PAY000162194,P00081066,V035708,INV000162194,2025-08-06,6397290,Final Installment
PAY000162195,P00081067,V029838,INV000162195,2025-06-30,9360000,First Installment
PAY000162196,P00081068,V010892,INV000162196,2025-12-07,465898,First Installment
PAY000162197,P00081068,V010892,INV000162197,2026-01-17,240722,Intermediate Installment
PAY000162198,P00081068,V010892,INV000162198,2025-09-20,243380,Final Installment
PAY000162199,P00081069,V035539,INV000162199,2025-11-18,3563400,First Installment
PAY000162200,P00081069,V035539,INV000162200,2025-06-30,4966600,Final Installment
PAY000162201,P00081070,V030188,INV000162201,2025-05-29,1826244,First Installment
PAY000162202,P00081070,V030188,INV000162202,2025-03-23,1018394,Intermediate Installment
PAY000162203,P00081070,V030188,INV000162203,2025-06-12,2285362,Final Installment
PAY000162204,P00081071,V029810,INV000162204,2025-07-31,6240000,First Installment
PAY000162205,P00081072,V002401,INV000162205,2025-09-13,4681637,First Installment
PAY000162206,P00081072,V002401,INV000162206,2025-06-09,3568363,Final Installment
PAY000162207,P00081073,V012391,INV000162207,2025-11-16,2485656,First Installment
PAY000162208,P00081073,V012391,INV000162208,2025-11-18,3664344,Final Installment
PAY000162209,P00081074,V048377,INV000162209,2025-05-13,3138682,First Installment
PAY000162210,P00081074,V048377,INV000162210,2025-02-16,4811318,Final Installment
PAY000162211,P00081075,V004099,INV000162211,2025-08-20,857450,First Installment
PAY000162212,P00081075,V004099,INV000162212,2025-09-11,1352550,Final Installment
PAY000162213,P00081076,V031762,INV000162213,2025-06-02,1443137,First Installment
PAY000162214,P00081076,V031762,INV000162214,2025-05-30,456315,Intermediate Installment
PAY000162215,P00081076,V031762,INV000162215,2025-07-25,740548,Final Installment
PAY000162216,P00081077,V028952,INV000162216,2025-02-13,1445920,First Installment
PAY000162217,P00081077,V028952,INV000162217,2025-04-18,1107078,Intermediate Installment
PAY000162218,P00081077,V028952,INV000162218,2025-02-18,967002,Final Installment
PAY000162219,P00081078,V027273,INV000162219,2025-12-10,3223864,First Installment
PAY000162220,P00081078,V027273,INV000162220,2025-12-15,5706136,Final Installment
PAY000162221,P00081079,V003349,INV000162221,2025-08-03,1375078,First Installment
PAY000162222,P00081079,V003349,INV000162222,2025-06-22,3154922,Final Installment
PAY000162223,P00081080,V039598,INV000162223,2025-07-05,1395087,First Installment
PAY000162224,P00081080,V039598,INV000162224,2025-09-28,604874,Intermediate Installment
PAY000162225,P00081080,V039598,INV000162225,2025-07-28,700039,Final Installment
PAY000162226,P00081081,V011299,INV000162226,2025-08-23,2210805,First Installment
PAY000162227,P00081081,V011299,INV000162227,2025-07-15,1148062,Intermediate Installment
PAY000162228,P00081081,V011299,INV000162228,2025-08-02,1861133,Final Installment
PAY000162229,P00081082,V038044,INV000162229,2025-10-10,1779191,First Installment
PAY000162230,P00081082,V038044,INV000162230,2025-09-03,924035,Intermediate Installment
PAY000162231,P00081082,V038044,INV000162231,2025-06-26,1546774,Final Installment
PAY000162232,P00081083,V040763,INV000162232,2025-08-14,3038997,First Installment
PAY000162233,P00081083,V040763,INV000162233,2025-04-13,3461003,Final Installment
PAY000162234,P00081084,V042208,INV000162234,2025-06-21,4050000,First Installment
PAY000162235,P00081085,V021871,INV000162235,2026-01-18,2849924,First Installment
PAY000162236,P00081085,V021871,INV000162236,2026-01-18,2553252,Intermediate Installment
PAY000162237,P00081085,V021871,INV000162237,2026-01-17,3596824,Final Installment
PAY000162238,P00081086,V040892,INV000162238,2026-01-16,4076765,First Installment
PAY000162239,P00081086,V040892,INV000162239,2025-11-08,829568,Intermediate Installment
PAY000162240,P00081086,V040892,INV000162240,2025-11-06,1933667,Final Installment
PAY000162241,P00081087,V042731,INV000162241,2025-03-22,8720000,First Installment
PAY000162242,P00081088,V048596,INV000162242,2025-10-05,2524403,First Installment
PAY000162243,P00081088,V048596,INV000162243,2025-08-05,1695597,Final Installment
PAY000162244,P00081089,V025439,INV000162244,2025-07-05,1549201,First Installment
PAY000162245,P00081089,V025439,INV000162245,2025-10-14,2990799,Final Installment
PAY000162246,P00081090,V021874,INV000162246,2025-12-18,2735248,First Installment
PAY000162247,P00081090,V021874,INV000162247,2025-09-23,1296201,Intermediate Installment
PAY000162248,P00081090,V021874,INV000162248,2025-12-28,2128551,Final Installment
PAY000162249,P00081091,V039796,INV000162249,2025-07-04,4050000,First Installment
PAY000162250,P00081092,V002605,INV000162250,2025-05-14,4773478,First Installment
PAY000162251,P00081092,V002605,INV000162251,2025-07-04,3336522,Final Installment
PAY000162252,P00081093,V025385,INV000162252,2025-05-10,383116,First Installment
PAY000162253,P00081093,V025385,INV000162253,2025-05-23,179678,Intermediate Installment
PAY000162254,P00081093,V025385,INV000162254,2025-08-20,327206,Final Installment
PAY000162255,P00081094,V042707,INV000162255,2025-05-25,2630000,First Installment
PAY000162256,P00081095,V007244,INV000162256,2025-10-06,2891610,First Installment
PAY000162257,P00081095,V007244,INV000162257,2025-07-16,4998390,Final Installment
PAY000162258,P00081096,V006865,INV000162258,2025-06-21,3850528,First Installment
PAY000162259,P00081096,V006865,INV000162259,2025-05-18,3279472,Final Installment
PAY000162260,P00081097,V005393,INV000162260,2025-05-14,2604093,First Installment
PAY000162261,P00081097,V005393,INV000162261,2025-05-19,2389683,Intermediate Installment
PAY000162262,P00081097,V005393,INV000162262,2025-05-10,2916224,Final Installment
PAY000162263,P00081098,V016380,INV000162263,2025-06-19,9680000,First Installment
PAY000162264,P00081099,V023300,INV000162264,2025-12-30,2679603,First Installment
PAY000162265,P00081099,V023300,INV000162265,2025-09-11,3900397,Final Installment
PAY000162266,P00081100,V006931,INV000162266,2025-10-11,4054284,First Installment
PAY000162267,P00081100,V006931,INV000162267,2025-11-27,3835716,Final Installment
PAY000162268,P00081101,V046068,INV000162268,2025-04-10,2818283,First Installment
PAY000162269,P00081101,V046068,INV000162269,2025-05-06,4191717,Final Installment
PAY000162270,P00081102,V021700,INV000162270,2025-09-08,2549864,First Installment
PAY000162271,P00081102,V021700,INV000162271,2025-07-05,1121862,Intermediate Installment
PAY000162272,P00081102,V021700,INV000162272,2025-06-20,1498274,Final Installment
PAY000162273,P00081103,V022522,INV000162273,2025-11-27,4121703,First Installment
PAY000162274,P00081103,V022522,INV000162274,2025-10-23,5168297,Final Installment
PAY000162275,P00081104,V028564,INV000162275,2025-08-08,3290000,First Installment
PAY000162276,P00081105,V029231,INV000162276,2025-10-03,1789687,First Installment
PAY000162277,P00081105,V029231,INV000162277,2025-10-09,2250313,Final Installment
PAY000162278,P00081106,V003549,INV000162278,2025-06-04,3590797,First Installment
PAY000162279,P00081106,V003549,INV000162279,2025-07-09,3549203,Final Installment
PAY000162280,P00081107,V009261,INV000162280,2025-03-27,4870000,First Installment
PAY000162281,P00081108,V024852,INV000162281,2025-05-19,2361597,First Installment
PAY000162282,P00081108,V024852,INV000162282,2025-10-03,2262086,Intermediate Installment
PAY000162283,P00081108,V024852,INV000162283,2025-08-14,1676317,Final Installment
PAY000162284,P00081109,V029323,INV000162284,2025-05-05,309094,First Installment
PAY000162285,P00081109,V029323,INV000162285,2025-02-21,350906,Final Installment
PAY000162286,P00081110,V009408,INV000162286,2025-11-29,4357049,First Installment
PAY000162287,P00081110,V009408,INV000162287,2025-08-05,2942951,Final Installment
PAY000162288,P00081111,V033012,INV000162288,2025-07-20,1329446,First Installment
PAY000162289,P00081111,V033012,INV000162289,2025-04-02,571392,Intermediate Installment
PAY000162290,P00081111,V033012,INV000162290,2025-04-14,1189162,Final Installment
PAY000162291,P00081112,V049684,INV000162291,2026-01-19,2036824,First Installment
PAY000162292,P00081112,V049684,INV000162292,2025-09-30,2269964,Intermediate Installment
PAY000162293,P00081112,V049684,INV000162293,2025-10-20,2433212,Final Installment
PAY000162294,P00081113,V006687,INV000162294,2025-04-28,1413106,First Installment
PAY000162295,P00081113,V006687,INV000162295,2025-03-22,1666894,Final Installment
PAY000162296,P00081114,V023143,INV000162296,2025-09-22,1336581,First Installment
PAY000162297,P00081114,V023143,INV000162297,2025-07-05,1153419,Final Installment
PAY000162298,P00081115,V044207,INV000162298,2025-12-09,4180000,First Installment
PAY000162299,P00081116,V047563,INV000162299,2025-05-03,2255472,First Installment
PAY000162300,P00081116,V047563,INV000162300,2025-05-23,2574528,Final Installment
PAY000162301,P00081117,V000199,INV000162301,2025-08-10,3756749,First Installment
PAY000162302,P00081117,V000199,INV000162302,2025-06-16,3063251,Final Installment
PAY000162303,P00081118,V040921,INV000162303,2025-09-20,3216250,First Installment
PAY000162304,P00081118,V040921,INV000162304,2025-10-24,2114117,Intermediate Installment
PAY000162305,P00081118,V040921,INV000162305,2025-12-24,2749633,Final Installment
PAY000162306,P00081119,V007253,INV000162306,2025-10-12,2830000,First Installment
PAY000162307,P00081120,V041820,INV000162307,2025-12-27,1238446,First Installment
PAY000162308,P00081120,V041820,INV000162308,2026-02-23,2441554,Final Installment
PAY000162309,P00081121,V012802,INV000162309,2025-09-28,5235876,First Installment
PAY000162310,P00081121,V012802,INV000162310,2025-08-11,3574124,Final Installment
PAY000162311,P00081122,V035622,INV000162311,2025-05-24,3975144,First Installment
PAY000162312,P00081122,V035622,INV000162312,2025-05-20,2714856,Final Installment
PAY000162313,P00081123,V048683,INV000162313,2025-07-17,1098744,First Installment
PAY000162314,P00081123,V048683,INV000162314,2025-04-21,946066,Intermediate Installment
PAY000162315,P00081123,V048683,INV000162315,2025-07-15,635190,Final Installment
PAY000162316,P00081124,V033758,INV000162316,2025-05-22,413778,First Installment
PAY000162317,P00081124,V033758,INV000162317,2025-04-23,556222,Final Installment
PAY000162318,P00081125,V025168,INV000162318,2025-12-07,2060160,First Installment
PAY000162319,P00081125,V025168,INV000162319,2025-11-29,1459840,Final Installment
PAY000162320,P00081126,V022633,INV000162320,2025-08-03,318015,First Installment
PAY000162321,P00081126,V022633,INV000162321,2025-09-26,671985,Final Installment
PAY000162322,P00081127,V039020,INV000162322,2025-09-08,2022514,First Installment
PAY000162323,P00081127,V039020,INV000162323,2025-08-24,2597486,Final Installment
PAY000162324,P00081128,V009000,INV000162324,2025-09-18,1740000,First Installment
PAY000162325,P00081129,V034971,INV000162325,2025-10-15,2940270,First Installment
PAY000162326,P00081129,V034971,INV000162326,2025-10-13,2529173,Intermediate Installment
PAY000162327,P00081129,V034971,INV000162327,2025-08-28,1840557,Final Installment
PAY000162328,P00081130,V018531,INV000162328,2025-07-12,2113996,First Installment
PAY000162329,P00081130,V018531,INV000162329,2025-07-12,1484154,Intermediate Installment
PAY000162330,P00081130,V018531,INV000162330,2025-09-11,2801850,Final Installment
PAY000162331,P00081131,V047788,INV000162331,2025-09-22,3173729,First Installment
PAY000162332,P00081131,V047788,INV000162332,2025-07-25,3026271,Final Installment
PAY000162333,P00081132,V008554,INV000162333,2025-08-28,909709,First Installment
PAY000162334,P00081132,V008554,INV000162334,2025-09-26,1780291,Final Installment
PAY000162335,P00081133,V014620,INV000162335,2025-10-13,3570958,First Installment
PAY000162336,P00081133,V014620,INV000162336,2025-10-02,1307476,Intermediate Installment
PAY000162337,P00081133,V014620,INV000162337,2025-07-01,1681566,Final Installment
PAY000162338,P00081134,V008907,INV000162338,2025-07-13,4458088,First Installment
PAY000162339,P00081134,V008907,INV000162339,2025-07-24,3701912,Final Installment
PAY000162340,P00081135,V022814,INV000162340,2025-05-14,9940000,First Installment
PAY000162341,P00081136,V042125,INV000162341,2025-06-30,1942832,First Installment
PAY000162342,P00081136,V042125,INV000162342,2025-08-20,915425,Intermediate Installment
PAY000162343,P00081136,V042125,INV000162343,2025-07-27,911743,Final Installment
PAY000162344,P00081137,V010236,INV000162344,2025-05-13,5830000,First Installment
PAY000162345,P00081138,V042034,INV000162345,2025-09-01,4613661,First Installment
PAY000162346,P00081138,V042034,INV000162346,2025-03-31,3226339,Final Installment
PAY000162347,P00081139,V046621,INV000162347,2025-07-16,999083,First Installment
PAY000162348,P00081139,V046621,INV000162348,2025-04-24,1050917,Final Installment
PAY000162349,P00081140,V024942,INV000162349,2025-09-06,3541174,First Installment
PAY000162350,P00081140,V024942,INV000162350,2025-07-05,5058826,Final Installment
PAY000162351,P00081141,V035670,INV000162351,2025-08-13,3134323,First Installment
PAY000162352,P00081141,V035670,INV000162352,2025-10-27,2555677,Final Installment
PAY000162353,P00081142,V017806,INV000162353,2025-04-09,2470000,First Installment
PAY000162354,P00081143,V010688,INV000162354,2025-10-18,1792265,First Installment
PAY000162355,P00081143,V010688,INV000162355,2025-10-27,1201690,Intermediate Installment
PAY000162356,P00081143,V010688,INV000162356,2025-10-24,2176045,Final Installment
PAY000162357,P00081144,V048625,INV000162357,2025-08-01,1989980,First Installment
PAY000162358,P00081144,V048625,INV000162358,2025-04-18,2390020,Final Installment
PAY000162359,P00081145,V029673,INV000162359,2025-05-07,3751217,First Installment
PAY000162360,P00081145,V029673,INV000162360,2025-05-16,4738783,Final Installment
PAY000162361,P00081146,V012514,INV000162361,2025-04-17,5570904,First Installment
PAY000162362,P00081146,V012514,INV000162362,2025-05-07,4359096,Final Installment
PAY000162363,P00081147,V033591,INV000162363,2025-08-18,7920000,First Installment
PAY000162364,P00081148,V029007,INV000162364,2025-12-14,1494119,First Installment
PAY000162365,P00081148,V029007,INV000162365,2025-08-28,499063,Intermediate Installment
PAY000162366,P00081148,V029007,INV000162366,2025-09-14,1076818,Final Installment
PAY000162367,P00081149,V003428,INV000162367,2025-05-24,3488553,First Installment
PAY000162368,P00081149,V003428,INV000162368,2025-06-30,6361447,Final Installment
PAY000162369,P00081150,V029109,INV000162369,2025-09-02,2261239,First Installment
PAY000162370,P00081150,V029109,INV000162370,2025-05-22,2218761,Final Installment
PAY000162371,P00081151,V045298,INV000162371,2025-05-30,2861722,First Installment
PAY000162372,P00081151,V045298,INV000162372,2025-07-28,2938278,Final Installment
PAY000162373,P00081152,V027504,INV000162373,2025-11-18,2915644,First Installment
PAY000162374,P00081152,V027504,INV000162374,2025-09-15,2751214,Intermediate Installment
PAY000162375,P00081152,V027504,INV000162375,2025-12-03,2633142,Final Installment
PAY000162376,P00081153,V026475,INV000162376,2025-04-26,1551743,First Installment
PAY000162377,P00081153,V026475,INV000162377,2025-04-18,2418257,Final Installment
PAY000162378,P00081154,V035905,INV000162378,2025-06-27,3173262,First Installment
PAY000162379,P00081154,V035905,INV000162379,2025-08-13,3096738,Final Installment
PAY000162380,P00081155,V029143,INV000162380,2025-10-04,1329783,First Installment
PAY000162381,P00081155,V029143,INV000162381,2025-08-08,2560217,Final Installment
PAY000162382,P00081156,V004112,INV000162382,2025-07-22,1700883,First Installment
PAY000162383,P00081156,V004112,INV000162383,2025-06-03,1819117,Final Installment
PAY000162384,P00081157,V008074,INV000162384,2025-04-04,4220205,First Installment
PAY000162385,P00081157,V008074,INV000162385,2025-06-23,1889908,Intermediate Installment
PAY000162386,P00081157,V008074,INV000162386,2025-02-17,1319887,Final Installment
PAY000162387,P00081158,V041931,INV000162387,2026-01-03,8430000,First Installment
PAY000162388,P00081159,V020281,INV000162388,2025-11-09,850000,First Installment
PAY000162389,P00081160,V038971,INV000162389,2025-07-19,1172739,First Installment
PAY000162390,P00081160,V038971,INV000162390,2025-05-14,838037,Intermediate Installment
PAY000162391,P00081160,V038971,INV000162391,2025-07-01,1269224,Final Installment
PAY000162392,P00081161,V036032,INV000162392,2025-08-08,1505297,First Installment
PAY000162393,P00081161,V036032,INV000162393,2025-06-28,813935,Intermediate Installment
PAY000162394,P00081161,V036032,INV000162394,2025-08-05,780768,Final Installment
PAY000162395,P00081162,V017964,INV000162395,2025-04-18,1565598,First Installment
PAY000162396,P00081162,V017964,INV000162396,2025-05-02,3044402,Final Installment
PAY000162397,P00081163,V030314,INV000162397,2025-05-20,2020647,First Installment
PAY000162398,P00081163,V030314,INV000162398,2025-09-20,1057540,Intermediate Installment
PAY000162399,P00081163,V030314,INV000162399,2025-05-11,1001813,Final Installment
PAY000162400,P00081164,V032929,INV000162400,2025-10-14,9430000,First Installment
PAY000162401,P00081165,V007514,INV000162401,2025-05-24,1742329,First Installment
PAY000162402,P00081165,V007514,INV000162402,2025-08-07,3007671,Final Installment
PAY000162403,P00081166,V012426,INV000162403,2025-07-27,9970000,First Installment
PAY000162404,P00081167,V030388,INV000162404,2025-06-19,2995514,First Installment
PAY000162405,P00081167,V030388,INV000162405,2025-10-29,1426235,Intermediate Installment
PAY000162406,P00081167,V030388,INV000162406,2025-09-19,978251,Final Installment
PAY000162407,P00081168,V011878,INV000162407,2025-08-27,3856010,First Installment
PAY000162408,P00081168,V011878,INV000162408,2025-10-12,1821009,Intermediate Installment
PAY000162409,P00081168,V011878,INV000162409,2025-10-03,3032981,Final Installment
PAY000162410,P00081169,V046090,INV000162410,2025-04-16,571071,First Installment
PAY000162411,P00081169,V046090,INV000162411,2025-04-27,1028929,Final Installment
PAY000162412,P00081170,V015568,INV000162412,2025-08-25,4201658,First Installment
PAY000162413,P00081170,V015568,INV000162413,2025-09-10,1218772,Intermediate Installment
PAY000162414,P00081170,V015568,INV000162414,2025-05-22,2279570,Final Installment
PAY000162415,P00081171,V021393,INV000162415,2025-12-24,8000000,First Installment
PAY000162416,P00081172,V003802,INV000162416,2025-09-28,2299885,First Installment
PAY000162417,P00081172,V003802,INV000162417,2025-07-01,894330,Intermediate Installment
PAY000162418,P00081172,V003802,INV000162418,2025-11-06,1085785,Final Installment
PAY000162419,P00081173,V019509,INV000162419,2025-03-17,2322558,First Installment
PAY000162420,P00081173,V019509,INV000162420,2025-05-29,2523642,Intermediate Installment
PAY000162421,P00081173,V019509,INV000162421,2025-07-29,1953800,Final Installment
PAY000162422,P00081174,V023880,INV000162422,2025-05-05,4207431,First Installment
PAY000162423,P00081174,V023880,INV000162423,2025-05-24,2992569,Final Installment
PAY000162424,P00081175,V028427,INV000162424,2025-06-26,5058457,First Installment
PAY000162425,P00081175,V028427,INV000162425,2025-08-16,4051543,Final Installment
PAY000162426,P00081176,V016707,INV000162426,2025-09-29,3969056,First Installment
PAY000162427,P00081176,V016707,INV000162427,2025-09-15,2269572,Intermediate Installment
PAY000162428,P00081176,V016707,INV000162428,2025-09-21,1881372,Final Installment
PAY000162429,P00081177,V024589,INV000162429,2025-07-14,9110000,First Installment
PAY000162430,P00081178,V029370,INV000162430,2025-10-25,740000,First Installment
PAY000162431,P00081179,V004084,INV000162431,2025-07-06,713172,First Installment
PAY000162432,P00081179,V004084,INV000162432,2025-09-20,1286828,Final Installment
PAY000162433,P00081180,V031789,INV000162433,2025-09-06,3227588,First Installment
PAY000162434,P00081180,V031789,INV000162434,2025-12-03,5342412,Final Installment
PAY000162435,P00081181,V000941,INV000162435,2025-09-18,452359,First Installment
PAY000162436,P00081181,V000941,INV000162436,2025-08-16,420755,Intermediate Installment
PAY000162437,P00081181,V000941,INV000162437,2025-11-07,396886,Final Installment
PAY000162438,P00081182,V003046,INV000162438,2025-09-12,287463,First Installment
PAY000162439,P00081182,V003046,INV000162439,2025-07-18,392537,Final Installment
PAY000162440,P00081183,V016379,INV000162440,2025-05-22,8940000,First Installment
PAY000162441,P00081184,V031403,INV000162441,2025-07-21,1955713,First Installment
PAY000162442,P00081184,V031403,INV000162442,2025-03-14,2694287,Final Installment
PAY000162443,P00081185,V027584,INV000162443,2025-10-12,1290817,First Installment
PAY000162444,P00081185,V027584,INV000162444,2025-08-28,1299183,Final Installment
PAY000162445,P00081186,V001787,INV000162445,2025-08-24,4668226,First Installment
PAY000162446,P00081186,V001787,INV000162446,2025-06-28,2442734,Intermediate Installment
PAY000162447,P00081186,V001787,INV000162447,2025-04-13,1999040,Final Installment
PAY000162448,P00081187,V034087,INV000162448,2025-05-28,6280000,First Installment
PAY000162449,P00081188,V003018,INV000162449,2025-04-25,5762538,First Installment
PAY000162450,P00081188,V003018,INV000162450,2025-04-14,3977462,Final Installment
PAY000162451,P00081189,V046574,INV000162451,2025-06-26,4180000,First Installment
PAY000162452,P00081190,V007091,INV000162452,2025-05-28,2917325,First Installment
PAY000162453,P00081190,V007091,INV000162453,2025-02-23,5882675,Final Installment
PAY000162454,P00081191,V037853,INV000162454,2025-11-23,215280,First Installment
PAY000162455,P00081191,V037853,INV000162455,2025-11-15,404720,Final Installment
PAY000162456,P00081192,V021854,INV000162456,2025-10-16,3000000,First Installment
PAY000162457,P00081193,V028529,INV000162457,2025-11-02,2292110,First Installment
PAY000162458,P00081193,V028529,INV000162458,2025-09-09,2427890,Final Installment
PAY000162459,P00081194,V044346,INV000162459,2025-08-28,3160068,First Installment
PAY000162460,P00081194,V044346,INV000162460,2025-11-14,767875,Intermediate Installment
PAY000162461,P00081194,V044346,INV000162461,2025-10-31,1562057,Final Installment
PAY000162462,P00081195,V033274,INV000162462,2025-07-30,1721066,First Installment
PAY000162463,P00081195,V033274,INV000162463,2025-11-26,1398934,Final Installment
PAY000162464,P00081196,V027713,INV000162464,2025-10-20,1153027,First Installment
PAY000162465,P00081196,V027713,INV000162465,2025-11-23,705538,Intermediate Installment
PAY000162466,P00081196,V027713,INV000162466,2025-08-24,531435,Final Installment
PAY000162467,P00081197,V004013,INV000162467,2025-06-23,1325321,First Installment
PAY000162468,P00081197,V004013,INV000162468,2025-08-18,1334679,Final Installment
PAY000162469,P00081198,V025189,INV000162469,2026-01-19,2882345,First Installment
PAY000162470,P00081198,V025189,INV000162470,2025-09-30,3327655,Final Installment
PAY000162471,P00081199,V022986,INV000162471,2025-09-06,8210000,First Installment
PAY000162472,P00081200,V033442,INV000162472,2025-10-21,6720000,First Installment
PAY000162473,P00081201,V030220,INV000162473,2025-09-28,3036882,First Installment
PAY000162474,P00081201,V030220,INV000162474,2025-08-15,6533118,Final Installment
PAY000162475,P00081202,V041495,INV000162475,2025-09-16,3765040,First Installment
PAY000162476,P00081202,V041495,INV000162476,2025-10-21,4724960,Final Installment
PAY000162477,P00081203,V022383,INV000162477,2025-09-27,797326,First Installment
PAY000162478,P00081203,V022383,INV000162478,2025-10-05,972674,Final Installment
PAY000162479,P00081204,V003780,INV000162479,2026-01-17,3060000,First Installment
PAY000162480,P00081205,V030798,INV000162480,2025-08-09,3310000,First Installment
PAY000162481,P00081206,V038069,INV000162481,2025-06-18,4744450,First Installment
PAY000162482,P00081206,V038069,INV000162482,2025-07-31,4285550,Final Installment
PAY000162483,P00081207,V033115,INV000162483,2025-06-11,2063681,First Installment
PAY000162484,P00081207,V033115,INV000162484,2025-05-26,3836319,Final Installment
PAY000162485,P00081208,V030517,INV000162485,2025-11-25,1687032,First Installment
PAY000162486,P00081208,V030517,INV000162486,2025-09-24,2032968,Final Installment
PAY000162487,P00081209,V024018,INV000162487,2025-08-31,2775599,First Installment
PAY000162488,P00081209,V024018,INV000162488,2025-08-08,3554401,Final Installment
PAY000162489,P00081210,V044110,INV000162489,2025-10-16,4550000,First Installment
PAY000162490,P00081211,V012213,INV000162490,2025-10-19,1049983,First Installment
PAY000162491,P00081211,V012213,INV000162491,2025-08-13,1340017,Final Installment
PAY000162492,P00081212,V037412,INV000162492,2025-10-12,3858386,First Installment
PAY000162493,P00081212,V037412,INV000162493,2025-07-19,4491614,Final Installment
PAY000162494,P00081213,V026766,INV000162494,2025-11-12,2147572,First Installment
PAY000162495,P00081213,V026766,INV000162495,2026-01-23,3022428,Final Installment
