Photo_ID,Project_ID,Photo_Date,Latitude,Longitude,Claimed_Latitude,Claimed_Longitude,GPS_Distance_KM,Photo_Hash,Duplicate_Photo_Flag,GPS_Verification
PH00079350,P00079350,2025-08-10,10.402522,70.559082,10.402522,70.559082,0.36,4e0acc13ae1ad0ed,No,Verified
PH00079351,P00079351,2025-02-22,28.444235,70.979265,28.444235,70.979265,0.46,ff0580a36eb9d039,No,Verified
PH00079352,P00079352,2026-03-25,12.007458,70.639182,12.007458,70.639182,0.36,d9d2796d30bbdb8b,No,Verified
PH00079353,P00079353,2025-10-18,25.690894,77.369007,25.690894,77.369007,0.23,bb69d475f8007133,No,Verified
PH00079354,P00079354,2026-04-03,14.615924,88.932608,14.615924,88.932608,0.06,1338ee840860ad46,No,Verified
PH00079355,P00079355,2025-12-09,31.158018,82.182895,31.158018,82.182895,0.32,bd98efca5b4eca16,No,Verified
PH00079356,P00079356,2025-07-28,12.937897,96.314973,12.937897,96.314973,0.34,6eed2487e77710a4,No,Verified
PH00079357,P00079357,2025-10-02,21.353335,85.537996,21.353335,85.537996,0.31,1ced6837aeb446ef,No,Verified
PH00079358,P00079358,2025-08-06,25.556691,68.793819,25.556691,68.793819,0.27,1f510cd0975cbd0f,No,Verified
PH00079359,P00079359,2025-06-13,23.460771,95.940814,23.460771,95.940814,0.24,b6668561375a6f25,No,Verified
PH00079360,P00079360,2025-10-08,24.055393,77.607939,24.055393,77.607939,0.35,b517906c499f6a5d,No,Verified
PH00079361,P00079361,2025-10-25,13.270556,92.808636,13.270556,92.808636,0.43,343fdcdacf09465d,No,Verified
PH00079362,P00079362,2025-08-04,17.313225,79.19383,17.313225,79.19383,0.24,be2705860c430f0f,No,Verified
PH00079363,P00079363,2025-08-25,10.33278,69.13718,10.33278,69.13718,0.05,e3c29006be75afc1,No,Verified
PH00079364,P00079364,2025-04-29,24.890218,87.68041,24.890218,87.68041,0.33,af08de872cb4d5d8,No,Verified
PH00079365,P00079365,2025-11-08,33.255596,84.451008,33.255596,84.451008,0.28,751b7f7a7a638e0d,No,Verified
PH00079366,P00079366,2025-10-25,21.079609,74.77698,21.079609,74.77698,0.05,eb033ebd02713aaf,No,Verified
PH00079367,P00079367,2025-10-05,27.607755,79.583848,27.607755,79.583848,0.32,2c6e56e0aedd54c9,No,Verified
PH00079368,P00079368,2025-08-17,19.674577,72.250752,19.674577,72.250752,0.38,2bc285e1a8a91f0b,No,Verified
PH00079369,P00079369,2025-09-17,26.274824,86.360196,26.274824,86.360196,0.17,60dfc72f659c7916,No,Verified
PH00079370,P00079370,2025-09-27,12.715423,86.2738,12.715423,86.2738,0.4,3153bcdc0e0e0b67,No,Verified
PH00079371,P00079371,2025-05-20,16.398557,92.51996,16.398557,92.51996,0.3,00123d87041cf342,No,Verified
PH00079372,P00079372,2025-12-04,14.014898,86.227059,14.014898,86.227059,0.15,65fb3e5b151bc94d,No,Verified
PH00079373,P00079373,2025-12-28,8.306136,84.709269,8.306136,84.709269,0.46,2be8ee00ff059b9a,No,Verified
PH00079374,P00079374,2025-12-18,16.855497,78.764426,16.855497,78.764426,0.2,85e607fef55eacb4,No,Verified
PH00079375,P00079375,2025-06-01,9.635449,78.437476,10.651665,79.473885,147.03,e1c23412eb21fb2c,Yes,Duplicate
PH00079376,P00079376,2025-10-11,31.140522,88.151452,31.140522,88.151452,0.41,0fd0ca283e83015e,No,Verified
PH00079377,P00079377,2025-09-04,30.769866,78.105946,30.769866,78.105946,0.06,4c6c8457cecce735,No,Verified
PH00079378,P00079378,2025-05-17,34.217174,87.725073,34.217174,87.725073,0.42,dd53a074bf546e7a,No,Verified
PH00079379,P00079379,2026-01-30,29.973097,80.302723,29.973097,80.302723,0.02,df8425b1433eba8f,No,Verified
PH00079380,P00079380,2025-06-11,9.397633,78.153874,9.397633,78.153874,0.4,03d7c7006ef59673,No,Verified
PH00079381,P00079381,2025-06-17,28.003102,74.830542,28.003102,74.830542,0.04,1da74791c0d878c6,No,Verified
PH00079382,P00079382,2025-09-21,23.03274,68.033731,23.03274,68.033731,0.34,f56e08a6c550fc5b,No,Verified
PH00079383,P00079383,2026-02-14,20.905788,88.306109,20.905788,88.306109,0.18,7e01d6e35d60ad89,No,Verified
PH00079384,P00079384,2026-02-19,21.563883,69.810147,21.563883,69.810147,0.29,a6c858b2ca543c05,No,Verified
PH00079385,P00079385,2025-09-15,24.863234,89.391959,24.863234,89.391959,0.24,8f453e00efa4ecb1,No,Verified
PH00079386,P00079386,2025-12-14,13.691453,90.723369,13.691453,90.723369,0.22,8f09a253cacfbfc1,No,Verified
PH00079387,P00079387,2025-03-31,16.673526,87.354999,16.673526,87.354999,0.2,2130afa7c6e095ca,No,Verified
PH00079388,P00079388,2026-02-01,27.040814,85.615362,27.040814,85.615362,0.28,a967f3cb2cc4e366,No,Verified
PH00079389,P00079389,2025-04-07,28.325334,95.235827,28.325334,95.235827,0.31,58e57b7700b89d1e,No,Verified
PH00079390,P00079390,2025-07-06,20.273371,80.581595,20.273371,80.581595,0.12,25c8227aacd74dd5,No,Verified
PH00079391,P00079391,2025-09-17,33.467914,74.008219,33.467914,74.008219,0.33,bb500d036f70e1a9,No,Verified
PH00079392,P00079392,2025-07-26,19.513589,71.361418,19.513589,71.361418,0.06,b513dce3f5b5e9d1,No,Verified
PH00079393,P00079393,2025-12-01,21.520573,84.726604,21.520573,84.726604,0.46,c503a720cb642b0e,No,Verified
PH00079394,P00079394,2025-11-04,26.025663,69.627132,26.025663,69.627132,0.4,a7f4f05a4c3b8535,No,Verified
PH00079395,P00079395,2025-12-04,16.46991,77.371587,16.46991,77.371587,0.43,ecc656d12bf3d6eb,No,Verified
PH00079396,P00079396,2026-02-07,17.181684,91.878501,17.181684,91.878501,0.23,08c55b47137b9a8a,No,Verified
PH00079397,P00079397,2025-09-05,14.330553,78.000662,14.330553,78.000662,0.47,741b53c6e150cb08,No,Verified
PH00079398,P00079398,2025-06-16,24.576852,77.946183,24.576852,77.946183,0.16,6384396f8e9953dd,No,Verified
PH00079399,P00079399,2025-07-06,17.644583,88.509352,17.644583,88.509352,0.05,06a2464a35e46ce0,No,Verified
PH00079400,P00079400,2025-10-19,30.714152,70.625152,30.714152,70.625152,0.47,6f7c888943d2053d,No,Verified
PH00079401,P00079401,2025-10-23,13.697757,96.655559,13.697757,96.655559,0.25,badc48fe4b9a1b0e,No,Verified
PH00079402,P00079402,2025-12-24,22.135973,87.658838,22.135973,87.658838,0.5,e4d1c6f8f7309679,No,Verified
PH00079403,P00079403,2025-11-25,20.0998,93.170024,20.0998,93.170024,0.27,55fd7739e9b5c629,No,Verified
PH00079404,P00079404,2026-05-08,32.377727,88.893907,32.377727,88.893907,0.4,c160a9de2a3725e0,No,Verified
PH00079405,P00079405,2025-10-11,31.366696,80.234833,31.366696,80.234833,0.28,ac13c20b092aaea3,No,Verified
PH00079406,P00079406,2025-11-17,18.946242,91.585823,18.946242,91.585823,0.07,bae56a0456c892d6,No,Verified
PH00079407,P00079407,2025-08-21,8.220293,70.915437,8.220293,70.915437,0.46,0e62e452e22c4fb0,No,Verified
PH00079408,P00079408,2025-12-21,16.929539,92.258357,16.929539,92.258357,0.15,9929a878ce59c86c,No,Verified
PH00079409,P00079409,2025-12-18,16.69819,91.527996,16.69819,91.527996,0.46,3486818cf1e3f348,No,Verified
PH00079410,P00079410,2025-10-15,25.582696,69.996546,25.582696,69.996546,0.49,4cb5bde747bc7518,No,Verified
PH00079411,P00079411,2025-06-16,12.726031,80.196445,12.726031,80.196445,0.39,f889d975882987a6,No,Verified
PH00079412,P00079412,2026-02-20,32.706419,87.816572,32.706419,87.816572,0.25,d3cc853fcae721ea,No,Verified
PH00079413,P00079413,2025-12-16,27.888693,88.795016,27.888693,88.795016,0.39,4b5d74536292b03c,No,Verified
PH00079414,P00079414,2025-10-22,15.834354,73.803076,15.834354,73.803076,0.06,4fbab292a1ad60e6,No,Verified
PH00079415,P00079415,2025-05-03,14.810132,74.093278,15.384184,75.213171,98.98,0d824393f77ca08e,No,Mismatch
PH00079416,P00079416,2025-09-22,10.743546,84.493307,10.743546,84.493307,0.22,85badab8c06598ad,No,Verified
PH00079417,P00079417,2025-10-28,11.827012,76.011777,11.827012,76.011777,0.15,e272fc6a8c7615b6,No,Verified
PH00079418,P00079418,2025-08-14,23.377076,81.746563,23.377076,81.746563,0.13,caeebec5fa053dc7,No,Verified
PH00079419,P00079419,2025-10-17,26.814767,70.581905,27.771106,71.631726,91.77,91eb288bd9cedbeb,No,Mismatch
PH00079420,P00079420,2025-10-01,18.342301,90.184021,18.742154,91.354323,81.45,c2a3813e01e51ad7,Yes,Duplicate
PH00079421,P00079421,2025-11-09,30.323851,78.980666,30.323851,78.980666,0.38,330963efeb3dcbb0,No,Verified
PH00079422,P00079422,2025-07-24,16.569531,80.798589,16.569531,80.798589,0.44,46ef69887e253023,No,Verified
PH00079423,P00079423,2025-08-13,21.194196,80.01222,21.194196,80.01222,0.48,e84d4f1c7c49dc6e,No,Verified
PH00079424,P00079424,2025-11-11,34.543723,70.692704,34.543723,70.692704,0.4,bcc86d6ab23e6f43,No,Verified
PH00079425,P00079425,2025-09-24,19.781976,79.947618,19.781976,79.947618,0.38,dd88b720d31b1e3f,No,Verified
PH00079426,P00079426,2025-10-11,32.59809,94.96634,32.59809,94.96634,0.38,d1344dd4843ad82f,No,Verified
PH00079427,P00079427,2025-09-20,30.034602,84.999174,30.034602,84.999174,0.45,7a6221ebfecd7c8a,No,Verified
PH00079428,P00079428,2025-11-13,24.010497,96.259039,24.010497,96.259039,0.19,28dd11e875e9585c,No,Verified
PH00079429,P00079429,2026-02-16,14.932155,87.581673,14.932155,87.581673,0.42,67cb8f79be126e3d,No,Verified
PH00079430,P00079430,2025-07-13,21.145637,90.148156,21.145637,90.148156,0.01,4e56c631a3a9c93a,No,Verified
PH00079431,P00079431,2025-12-16,30.774941,95.496749,30.774941,95.496749,0.16,881ab31f516c44fe,No,Verified
PH00079432,P00079432,2025-09-01,15.506976,86.14722,15.506976,86.14722,0.07,1fc006ed30e963af,No,Verified
PH00079433,P00079433,2025-09-25,34.455403,85.7128,34.455403,85.7128,0.38,fb23fa16399ed2b6,No,Verified
PH00079434,P00079434,2025-04-05,8.050932,71.540411,8.050932,71.540411,0.34,cc10aef37dda444f,No,Verified
PH00079435,P00079435,2026-01-15,22.542993,70.400347,22.542993,70.400347,0.29,fd6484a5ca9369cd,No,Verified
PH00079436,P00079436,2025-12-16,33.489583,83.47325,33.489583,83.47325,0.43,e55c34a94d4f7b78,No,Verified
PH00079437,P00079437,2026-01-01,23.836009,72.303701,23.836009,72.303701,0.01,4b2e2dd555c176ee,No,Verified
PH00079438,P00079438,2025-09-15,22.952422,88.244083,22.952422,88.244083,0.14,14a07fdb5f1b3c40,No,Verified
PH00079439,P00079439,2025-06-21,12.56627,77.650656,12.56627,77.650656,0.17,70b770f21da0e548,No,Verified
PH00079440,P00079440,2025-11-30,26.254459,90.307977,26.254459,90.307977,0.27,d218a0699d36f154,No,Verified
PH00079441,P00079441,2025-07-19,30.643576,90.444176,30.643576,90.444176,0.25,666a331066c68ce7,No,Verified
PH00079442,P00079442,2026-01-03,28.329534,87.026198,28.329534,87.026198,0.18,c4ff8a5862c6eb5b,No,Verified
PH00079443,P00079443,2026-02-14,13.036922,68.75861,13.036922,68.75861,0.25,1db5e8ee59da5193,No,Verified
PH00079444,P00079444,2025-09-10,13.640323,85.018285,13.640323,85.018285,0.38,169eea1a3462758c,No,Verified
PH00079445,P00079445,2025-12-10,31.715021,96.320646,31.715021,96.320646,0.46,c0d1238524d38549,No,Verified
PH00079446,P00079446,2026-04-25,13.97339,86.775046,13.97339,86.775046,0.01,65dc000da88d3c17,No,Verified
PH00079447,P00079447,2025-06-24,22.167364,87.615782,22.167364,87.615782,0.08,e8410cb0cc833ec3,No,Verified
PH00079448,P00079448,2025-06-29,22.582151,73.380641,22.582151,73.380641,0.33,e425a0feddc13677,No,Verified
PH00079449,P00079449,2025-12-14,17.734848,89.31414,17.734848,89.31414,0.35,cefafd98108f9079,No,Verified
PH00079450,P00079450,2025-08-13,8.692646,92.255204,8.692646,92.255204,0.45,4b88e73fe68671ea,No,Verified
PH00079451,P00079451,2025-11-03,17.375968,94.274676,17.375968,94.274676,0.16,83b6c621e81142e1,No,Verified
PH00079452,P00079452,2025-07-05,18.056901,73.00488,18.056901,73.00488,0.23,4cf416566c3c4268,No,Verified
PH00079453,P00079453,2025-05-28,18.844433,79.031931,18.844433,79.031931,0.33,7ce40b500b1f9a33,No,Verified
PH00079454,P00079454,2025-09-03,13.164234,88.349098,13.164234,88.349098,0.42,016c747cfd5f1b25,No,Verified
PH00079455,P00079455,2025-08-07,33.13314,76.146159,33.13314,76.146159,0.21,5d863e91994c8eac,No,Verified
PH00079456,P00079456,2025-08-03,20.698638,82.215336,20.698638,82.215336,0.32,eb0e585ab044447a,No,Verified
PH00079457,P00079457,2025-11-06,32.736518,72.090871,32.736518,72.090871,0.46,d29f96a55fa3eb83,No,Verified
PH00079458,P00079458,2025-04-28,32.664573,81.568832,32.664573,81.568832,0.13,15acac68c79d0d7b,No,Verified
PH00079459,P00079459,2026-04-03,29.930397,80.020602,29.930397,80.020602,0.35,38899b3b7d0fc6ee,No,Verified
PH00079460,P00079460,2025-06-01,20.774264,94.102211,20.774264,94.102211,0.21,a93e3ae3f7a1396a,No,Verified
PH00079461,P00079461,2025-11-13,24.506979,71.750998,24.506979,71.750998,0.23,a37fa09f2ac6a44c,No,Verified
PH00079462,P00079462,2025-12-18,26.834206,80.571441,26.834206,80.571441,0.09,b6d39c87f208d767,No,Verified
PH00079463,P00079463,2025-12-28,31.297751,75.500678,31.297751,75.500678,0.47,58de28287e028df6,No,Verified
PH00079464,P00079464,2025-05-11,32.285938,93.805112,32.285938,93.805112,0.31,160e8b785111244a,No,Verified
PH00079465,P00079465,2025-10-14,19.957399,74.466757,19.957399,74.466757,0.17,0376f96b57811131,No,Verified
PH00079466,P00079466,2025-09-01,14.963523,92.004587,15.36746,93.120078,63.66,45318f087ad02f7a,No,Mismatch
PH00079467,P00079467,2025-11-30,15.341714,71.046976,15.341714,71.046976,0.45,ace209d9f2e7ee2b,No,Verified
PH00079468,P00079468,2025-05-29,31.030222,74.487333,31.030222,74.487333,0.47,c3322957227714e4,No,Verified
PH00079469,P00079469,2025-10-10,22.365945,92.778986,22.365945,92.778986,0.46,0af8a2cf4a29ccb5,No,Verified
PH00079470,P00079470,2025-07-05,29.620679,79.083819,29.620679,79.083819,0.3,277ebdf41cc2d764,No,Verified
PH00079471,P00079471,2025-09-18,11.921809,86.495006,11.921809,86.495006,0.17,f7ba17c8e85f53d6,No,Verified
PH00079472,P00079472,2025-10-30,13.771625,68.025166,13.771625,68.025166,0.13,fdef4a40d27dc047,No,Verified
PH00079473,P00079473,2025-10-13,28.471286,96.702053,28.471286,96.702053,0.49,0835ff631caa84c3,No,Verified
PH00079474,P00079474,2025-03-06,23.89071,69.999391,23.89071,69.999391,0.45,7df6aacec38c6a31,No,Verified
PH00079475,P00079475,2025-09-28,17.143427,73.240499,17.143427,73.240499,0.13,64cacbcfc73a6569,No,Verified
PH00079476,P00079476,2026-02-28,20.031124,89.098994,20.599685,89.709364,142.56,86c91bfd223420ba,No,Mismatch
PH00079477,P00079477,2025-09-28,9.305971,79.134918,9.305971,79.134918,0.01,b2a5e3a4d055cf37,No,Verified
PH00079478,P00079478,2025-08-08,26.211043,75.763419,26.211043,75.763419,0.23,850088cbfcb01942,No,Verified
PH00079479,P00079479,2025-12-29,10.484748,87.69362,10.484748,87.69362,0.32,3ed00f440abaa5c3,No,Verified
PH00079480,P00079480,2025-04-05,30.350147,96.678799,30.350147,96.678799,0.12,bf3ce237d9af53f7,No,Verified
PH00079481,P00079481,2026-03-02,30.780894,84.618605,31.789388,85.347482,140.05,bff98e2c6b9fafb4,No,Mismatch
PH00079482,P00079482,2025-06-29,34.766632,85.309228,34.766632,85.309228,0.09,ee2ac643340997dd,No,Verified
PH00079483,P00079483,2026-01-22,16.033146,76.117697,16.033146,76.117697,0.15,662281e6590da770,No,Verified
PH00079484,P00079484,2025-12-07,15.862314,85.640569,15.862314,85.640569,0.14,a5058f9802a3618e,No,Verified
PH00079485,P00079485,2025-07-21,15.861241,84.220213,15.861241,84.220213,0.03,f24d7fd822dac87d,No,Verified
PH00079486,P00079486,2025-07-09,9.457481,90.873122,9.457481,90.873122,0.36,f090619d2ae7306d,No,Verified
PH00079487,P00079487,2025-06-03,27.881614,91.369785,27.881614,91.369785,0.25,aca9692428d4066c,No,Verified
PH00079488,P00079488,2026-02-12,17.763155,87.279703,17.763155,87.279703,0.03,f48b46d81da93c25,No,Verified
PH00079489,P00079489,2025-12-29,27.235752,96.563992,27.235752,96.563992,0.39,41e6f426338a7742,No,Verified
PH00079490,P00079490,2026-02-27,27.9416,90.252097,27.9416,90.252097,0.02,8b63d3b32e046915,No,Verified
PH00079491,P00079491,2025-10-13,16.078617,92.427469,16.078617,92.427469,0.24,56af7fa29e168629,No,Verified
PH00079492,P00079492,2025-05-18,20.740591,83.009504,20.740591,83.009504,0.31,3cc550febe68bc0d,No,Verified
PH00079493,P00079493,2026-02-13,20.044013,82.611443,20.044013,82.611443,0.13,99e92e880542fd7f,No,Verified
PH00079494,P00079494,2025-05-12,8.726971,71.464122,8.726971,71.464122,0.48,7b53f3d51f2ea72d,No,Verified
PH00079495,P00079495,2025-05-28,19.81699,87.9604,19.81699,87.9604,0.37,1b67bbdcda62b24b,No,Verified
PH00079496,P00079496,2025-07-06,23.977913,89.201107,23.977913,89.201107,0.38,582f548c223957a4,No,Verified
PH00079497,P00079497,2025-05-20,20.294622,92.636197,20.294622,92.636197,0.2,5d8fd296b501db84,No,Verified
PH00079498,P00079498,2025-11-05,16.466016,94.230697,16.466016,94.230697,0.2,f0ed2f19cee3ca42,No,Verified
PH00079499,P00079499,2025-09-23,12.379894,82.506561,12.379894,82.506561,0.18,fa627935bcffee56,No,Verified
PH00079500,P00079500,2025-09-08,25.072157,77.46057,25.072157,77.46057,0.25,34ec53068419c00e,No,Verified
PH00079501,P00079501,2025-08-28,8.128488,79.464932,8.128488,79.464932,0.19,f8073102f4a46950,No,Verified
PH00079502,P00079502,2025-10-05,30.785031,93.291713,30.785031,93.291713,0.31,48c0db1ff10c8ef2,No,Verified
PH00079503,P00079503,2025-12-09,32.828895,83.261002,32.828895,83.261002,0.46,123547129bc09190,No,Verified
PH00079504,P00079504,2025-04-10,28.558893,92.500534,28.558893,92.500534,0.39,96d13f3c355cd53c,No,Verified
PH00079505,P00079505,2025-04-09,19.955303,89.380968,19.955303,89.380968,0.36,a66cdbd0e7f1a8fe,No,Verified
PH00079506,P00079506,2025-05-26,33.307839,89.967336,33.307839,89.967336,0.43,4ebc1fd37b5c80f8,No,Verified
PH00079507,P00079507,2025-06-20,25.581285,78.724757,25.581285,78.724757,0.21,fdb7177b0625d011,No,Verified
PH00079508,P00079508,2025-05-22,23.800441,76.925736,23.800441,76.925736,0.44,a19049bfe35ec27d,No,Verified
PH00079509,P00079509,2025-06-20,21.575232,76.353277,21.575232,76.353277,0.13,be166f22aa0d5aca,No,Verified
PH00079510,P00079510,2025-10-09,8.737722,96.616584,9.416694,97.009511,47.63,3952ca1dea50a5d3,Yes,Duplicate
PH00079511,P00079511,2026-01-19,20.360462,84.835946,20.360462,84.835946,0.37,bae9355150471c7d,No,Verified
PH00079512,P00079512,2025-08-14,24.747855,70.069452,24.747855,70.069452,0.35,dfce47dae943447d,No,Verified
PH00079513,P00079513,2025-09-25,18.933393,73.608522,18.933393,73.608522,0.41,6bfbf07d70f78604,No,Verified
PH00079514,P00079514,2025-07-26,30.613446,95.511945,30.613446,95.511945,0.28,2969a957883d0de4,No,Verified
PH00079515,P00079515,2026-01-28,16.598187,82.003076,16.598187,82.003076,0.12,cb0639e5ea1e0aaa,No,Verified
PH00079516,P00079516,2025-07-16,14.451491,68.646013,14.451491,68.646013,0.02,084f1583d13fbe2f,No,Verified
PH00079517,P00079517,2025-11-23,19.350411,88.758319,19.350411,88.758319,0.16,8b612342d21952ad,No,Verified
PH00079518,P00079518,2025-05-10,22.624247,93.270552,22.624247,93.270552,0.29,4dc9ad326d9742df,No,Verified
PH00079519,P00079519,2026-01-09,26.658769,80.781205,27.411946,81.733774,133.11,0ba50d11f57966e8,No,Mismatch
PH00079520,P00079520,2025-05-07,9.76185,82.118196,9.76185,82.118196,0.33,ab31da90ad13a899,No,Verified
PH00079521,P00079521,2025-04-14,13.61333,72.797408,13.61333,72.797408,0.23,c2177275f7d454fb,No,Verified
PH00079522,P00079522,2025-10-21,8.597993,88.834215,8.597993,88.834215,0.3,d71476bb337ebd63,No,Verified
PH00079523,P00079523,2025-04-19,28.171106,96.4975,28.171106,96.4975,0.16,a4dcd32f060fd811,No,Verified
PH00079524,P00079524,2025-08-17,27.359451,89.556073,27.359451,89.556073,0.49,28734a3bfa325f0c,No,Verified
PH00079525,P00079525,2025-12-31,9.295096,87.193005,9.295096,87.193005,0.27,2d68e34b44c7c1da,No,Verified
PH00079526,P00079526,2025-11-01,14.838596,74.371113,14.838596,74.371113,0.14,a17cbe66450389bc,No,Verified
PH00079527,P00079527,2025-04-26,31.121122,91.350718,31.121122,91.350718,0.06,8170e2b10cadfb70,No,Verified
PH00079528,P00079528,2025-09-27,33.16182,77.89563,33.16182,77.89563,0.05,66d847b59b2208de,No,Verified
PH00079529,P00079529,2025-12-28,10.099601,68.070081,10.099601,68.070081,0.25,0a3816fe103cf7f4,No,Verified
PH00079530,P00079530,2025-06-10,27.341845,84.275172,27.341845,84.275172,0.27,f9c67d05da5939fa,No,Verified
PH00079531,P00079531,2025-06-19,17.301301,68.66962,17.301301,68.66962,0.31,a7b93da21dd3b8f5,No,Verified
PH00079532,P00079532,2025-08-11,33.999548,86.538703,33.999548,86.538703,0.31,9e8bfa4f663b9e3e,No,Verified
PH00079533,P00079533,2025-10-19,26.376809,84.255318,26.376809,84.255318,0.13,e77b9db9ce2c5080,No,Verified
PH00079534,P00079534,2025-09-11,26.506826,81.645926,26.506826,81.645926,0.43,e78f9bb99f33f336,No,Verified
PH00079535,P00079535,2025-09-10,27.209919,96.562542,27.209919,96.562542,0.36,bff22fe6616909c0,No,Verified
PH00079536,P00079536,2026-01-08,19.994963,91.144364,19.994963,91.144364,0.47,8ef1c8319a0b1cfd,No,Verified
PH00079537,P00079537,2025-05-22,12.39411,71.500914,12.39411,71.500914,0.29,1191a2291523e768,No,Verified
PH00079538,P00079538,2025-06-22,24.087479,84.211209,24.087479,84.211209,0.22,5f429d1344d93baf,No,Verified
PH00079539,P00079539,2025-09-03,30.03743,88.645831,31.193881,89.574781,126.51,e147e292e655816f,Yes,Duplicate
PH00079540,P00079540,2025-04-20,9.653488,90.570073,9.653488,90.570073,0.13,68d26e65cb69cecc,No,Verified
PH00079541,P00079541,2025-08-21,9.46942,91.160877,9.46942,91.160877,0.44,31eb3b67bce2cb53,No,Verified
PH00079542,P00079542,2025-03-31,9.176201,72.297795,9.176201,72.297795,0.41,7b7f27a29cbb3bf7,No,Verified
PH00079543,P00079543,2025-11-09,16.088848,79.036147,16.088848,79.036147,0.08,b29c84d775ffd6d9,No,Verified
PH00079544,P00079544,2025-05-29,27.747544,80.879941,27.747544,80.879941,0.38,f7504270241f194d,No,Verified
PH00079545,P00079545,2025-11-10,17.461301,76.564994,17.840148,77.011294,119.17,1a75c40bfcd881b9,No,Mismatch
PH00079546,P00079546,2025-09-10,27.474459,87.353788,27.474459,87.353788,0.31,f6ce108e598615c4,No,Verified
PH00079547,P00079547,2025-08-08,8.992407,71.071326,8.992407,71.071326,0.05,eed75e6ec250feb5,No,Verified
PH00079548,P00079548,2026-01-12,13.863742,90.625294,13.863742,90.625294,0.42,c0e30c2cf1f338d4,No,Verified
PH00079549,P00079549,2025-03-03,20.065945,85.703707,20.065945,85.703707,0.03,a06fee159ca616d0,No,Verified
PH00079550,P00079550,2025-09-12,27.277791,69.315842,27.277791,69.315842,0.29,6986489ab5927198,No,Verified
PH00079551,P00079551,2025-10-04,14.90944,69.112559,14.90944,69.112559,0.45,58590fd114ae401d,No,Verified
PH00079552,P00079552,2025-12-31,28.925239,79.599252,28.925239,79.599252,0.25,ff3865f4295cea86,No,Verified
PH00079553,P00079553,2026-04-19,14.41102,90.094464,14.41102,90.094464,0.31,71a609e7eb09a987,No,Verified
PH00079554,P00079554,2025-02-18,16.429548,95.000982,16.429548,95.000982,0.1,d7fdafe28b78d019,No,Verified
PH00079555,P00079555,2025-06-20,22.809977,70.383509,22.809977,70.383509,0.34,f77a3e8f072ad074,No,Verified
PH00079556,P00079556,2026-01-15,24.455566,83.979756,24.455566,83.979756,0.45,91cf695849b84da3,No,Verified
PH00079557,P00079557,2025-06-11,29.857043,94.149937,30.477547,94.576622,131.77,04bf7be67b770f36,No,Mismatch
PH00079558,P00079558,2025-10-06,34.395768,79.861707,34.395768,79.861707,0.45,1729ca9bfe6ba2ca,No,Verified
PH00079559,P00079559,2025-11-30,22.479281,73.033413,22.479281,73.033413,0.43,567c1218603ea519,No,Verified
PH00079560,P00079560,2025-11-08,13.413703,80.891121,13.413703,80.891121,0.39,138e0f5710a17161,No,Verified
PH00079561,P00079561,2025-09-16,8.564744,94.792759,8.564744,94.792759,0.11,33a62bfd2527b158,No,Verified
PH00079562,P00079562,2026-01-08,9.883182,81.898861,9.883182,81.898861,0.45,b274d868e50891d3,No,Verified
PH00079563,P00079563,2025-07-29,16.469226,87.781186,16.469226,87.781186,0.2,5271cad629113eb4,No,Verified
PH00079564,P00079564,2025-06-06,33.806184,72.279515,34.485846,73.401174,82.68,5e741ecde255ed11,No,Mismatch
PH00079565,P00079565,2025-05-24,16.661713,83.780915,17.481034,84.869547,126.17,8cd5fef65446a7fe,No,Mismatch
PH00079566,P00079566,2026-01-01,26.558294,68.120421,26.558294,68.120421,0.38,a60c3d7ccc3a6a62,No,Verified
PH00079567,P00079567,2025-03-20,11.618847,96.612582,11.618847,96.612582,0.28,34f22751b61e9e58,No,Verified
PH00079568,P00079568,2026-03-30,24.039258,95.744502,24.039258,95.744502,0.19,896c9080844a15fc,No,Verified
PH00079569,P00079569,2026-03-22,17.392335,86.300491,17.80693,87.111812,109.27,93dbf1a81e9fe548,No,Mismatch
PH00079570,P00079570,2025-11-04,18.257565,72.568844,18.257565,72.568844,0.04,12e694d273216d33,No,Verified
PH00079571,P00079571,2026-03-30,11.422542,88.922232,11.422542,88.922232,0.32,51f09eb8158d4fb1,No,Verified
PH00079572,P00079572,2026-03-12,12.043188,90.512466,12.043188,90.512466,0.03,594c78fae44a6ab9,No,Verified
PH00079573,P00079573,2025-05-13,28.734668,85.991548,28.734668,85.991548,0.5,f67e8106b8fadfce,No,Verified
PH00079574,P00079574,2025-06-18,19.094988,87.559106,19.094988,87.559106,0.1,bfbc36b0a49b33dd,No,Verified
PH00079575,P00079575,2026-02-10,16.309105,78.516593,16.309105,78.516593,0.31,557f30cda0cb4b3c,No,Verified
PH00079576,P00079576,2026-02-19,21.409743,74.020396,21.409743,74.020396,0.3,a9df8df169999d67,No,Verified
PH00079577,P00079577,2025-11-04,10.802856,72.805574,10.802856,72.805574,0.11,1728ad41f112c27d,No,Verified
PH00079578,P00079578,2026-03-30,18.101129,92.30507,18.101129,92.30507,0.17,66aaa363077382dd,No,Verified
PH00079579,P00079579,2025-10-21,20.545384,73.651296,20.545384,73.651296,0.47,aa1ff8be12bcd805,No,Verified
PH00079580,P00079580,2026-01-01,15.280674,92.423715,15.280674,92.423715,0.3,1a345fb6c3798047,No,Verified
