UC_ID,Project_ID,UC_Submission_Date,Claimed_Utilized_Amount,Actual_Utilized_Amount,Completion_Percentage,UC_Status
UC00081259,P00081259,2025-10-28,5544147,5142162,81,Under Review
UC00081260,P00081260,2026-01-10,681883,652536,98,Under Review
UC00081261,P00081261,2026-01-27,2315094,2311787,89,Under Review
UC00081262,P00081262,2026-04-04,5775792,5430813,97,Under Review
UC00081263,P00081263,2025-08-11,4912501,4755067,88,Verified
UC00081264,P00081264,2025-07-22,2669893,2654997,90,Verified
UC00081265,P00081265,2026-01-14,9742830,9268093,91,Under Review
UC00081266,P00081266,2025-09-28,5427750,5243663,96,Verified
UC00081267,P00081267,2026-05-29,6921208,6850185,95,Verified
UC00081268,P00081268,2025-11-01,1227240,608382,44,Under Review
UC00081269,P00081269,2026-05-22,6455266,6273877,89,Verified
UC00081270,P00081270,2026-02-25,2067527,1934863,92,Verified
UC00081271,P00081271,2026-03-06,677066,674737,99,Verified
UC00081272,P00081272,2025-11-17,1620558,1506484,90,Under Review
UC00081273,P00081273,2025-07-26,8187977,8144802,98,Verified
UC00081274,P00081274,2025-10-17,3743975,3607824,100,Verified
UC00081275,P00081275,2026-05-05,869789,833558,92,Under Review
UC00081276,P00081276,2026-01-10,8479771,8025253,86,Verified
UC00081277,P00081277,2025-08-14,4827698,4687142,88,Verified
UC00081278,P00081278,2025-10-07,4931175,4827227,99,Verified
UC00081279,P00081279,2025-12-23,5633449,5581252,88,Verified
UC00081280,P00081280,2026-01-20,6672504,6308028,90,Under Review
UC00081281,P00081281,2025-08-18,8511560,8376315,90,Verified
UC00081282,P00081282,2026-04-12,2378686,2248759,94,Under Review
UC00081283,P00081283,2026-04-14,4912740,4819422,86,Under Review
UC00081284,P00081284,2025-08-11,6836123,6745051,98,Verified
UC00081285,P00081285,2025-12-21,764227,742459,87,Under Review
UC00081286,P00081286,2025-08-24,2514271,2488844,96,Verified
UC00081287,P00081287,2026-03-11,3720000,3719941,87,Under Review
UC00081288,P00081288,2025-09-02,5771955,5499924,92,Under Review
UC00081289,P00081289,2025-09-16,2443420,1180158,45,Suspicious
UC00081290,P00081290,2025-11-17,1570000,1554904,83,Verified
UC00081291,P00081291,2025-12-24,1060496,644385,69,Under Review
UC00081292,P00081292,2025-09-28,3117699,3092272,94,Verified
UC00081293,P00081293,2025-06-08,3442702,3340147,88,Under Review
UC00081294,P00081294,2025-10-25,8690165,8558892,98,Verified
UC00081295,P00081295,2025-10-27,3617576,1727448,73,Suspicious
UC00081296,P00081296,2025-09-16,1725375,1722208,95,Verified
UC00081297,P00081297,2025-12-28,3320512,3230112,86,Verified
UC00081298,P00081298,2026-03-03,6850000,6750440,86,Under Review
UC00081299,P00081299,2026-02-01,8026141,7701750,85,Under Review
UC00081300,P00081300,2026-01-18,2997790,2944141,96,Under Review
UC00081301,P00081301,2026-01-26,3414979,3299254,85,Verified
UC00081302,P00081302,2025-11-15,4839485,3357679,44,Under Review
UC00081303,P00081303,2025-09-21,4962452,4747443,98,Verified
UC00081304,P00081304,2025-11-22,1964400,1963893,94,Verified
UC00081305,P00081305,2026-02-26,6764302,6647937,99,Verified
UC00081306,P00081306,2025-12-29,3390426,2698057,43,Suspicious
UC00081307,P00081307,2026-02-06,8531841,8208773,80,Under Review
UC00081308,P00081308,2025-10-12,1176891,1102415,87,Verified
UC00081309,P00081309,2026-03-10,7370619,7064861,85,Under Review
UC00081310,P00081310,2025-10-20,5251556,5249227,83,Verified
UC00081311,P00081311,2025-09-11,1524401,1438164,88,Verified
UC00081312,P00081312,2025-08-27,2679451,2497783,83,Verified
UC00081313,P00081313,2025-10-02,4511043,2459852,51,Under Review
UC00081314,P00081314,2025-07-11,2559799,2523791,90,Under Review
UC00081315,P00081315,2025-09-24,5091193,4881254,95,Verified
UC00081316,P00081316,2026-01-15,5786617,3628656,59,Suspicious
UC00081317,P00081317,2026-06-20,5581648,5381167,85,Verified
UC00081318,P00081318,2025-12-19,4160983,4031069,84,Verified
UC00081319,P00081319,2025-11-29,838732,777596,100,Verified
UC00081320,P00081320,2025-05-26,6806332,6455435,94,Under Review
UC00081321,P00081321,2025-12-05,6659819,5024730,75,Suspicious
UC00081322,P00081322,2025-10-06,8314124,8108652,97,Under Review
UC00081323,P00081323,2026-04-22,8624141,8597893,88,Verified
UC00081324,P00081324,2025-05-27,6776179,6523637,94,Verified
UC00081325,P00081325,2026-02-26,1097860,732450,45,Suspicious
UC00081326,P00081326,2026-03-27,7562040,7485415,97,Verified
UC00081327,P00081327,2026-02-20,7545463,7209148,81,Under Review
UC00081328,P00081328,2025-09-13,3185303,3061393,91,Verified
UC00081329,P00081329,2025-09-10,9767979,9766164,98,Verified
UC00081330,P00081330,2025-10-13,7713464,4139077,60,Suspicious
UC00081331,P00081331,2025-08-03,3326524,3117011,96,Verified
UC00081332,P00081332,2026-04-11,4730292,4653483,91,Verified
UC00081333,P00081333,2025-07-27,3913120,3891802,88,Verified
UC00081334,P00081334,2025-09-09,7500554,7115553,82,Under Review
UC00081335,P00081335,2025-09-19,1909166,1814109,83,Verified
UC00081336,P00081336,2026-03-03,6663894,6542736,81,Verified
UC00081337,P00081337,2025-04-23,7174014,6999195,94,Verified
UC00081338,P00081338,2025-10-21,7450510,6918892,86,Verified
UC00081339,P00081339,2026-05-10,9210376,9183720,82,Verified
UC00081340,P00081340,2025-10-08,7091761,7073110,93,Verified
UC00081341,P00081341,2025-08-18,3512954,3277348,97,Verified
UC00081342,P00081342,2025-12-13,6559432,6114473,90,Verified
UC00081343,P00081343,2025-11-22,7839977,7535274,100,Verified
UC00081344,P00081344,2025-09-16,6578666,6525295,99,Verified
UC00081345,P00081345,2025-11-22,3807485,3705148,98,Under Review
UC00081346,P00081346,2025-10-27,5778964,5760819,97,Verified
UC00081347,P00081347,2025-06-28,7380000,7207226,92,Verified
UC00081348,P00081348,2026-01-13,8036438,7617173,98,Under Review
UC00081349,P00081349,2026-01-29,8076940,5655602,63,Under Review
UC00081350,P00081350,2026-01-21,6822112,6451021,84,Verified
UC00081351,P00081351,2025-11-23,6373487,6074766,82,Verified
UC00081352,P00081352,2025-08-20,7366092,7326652,86,Verified
UC00081353,P00081353,2025-09-24,3652985,3486610,81,Verified
UC00081354,P00081354,2025-08-26,7060000,6828463,98,Verified
UC00081355,P00081355,2026-01-15,880000,859568,95,Under Review
UC00081356,P00081356,2026-02-16,5640000,5319281,91,Verified
UC00081357,P00081357,2025-12-14,6305780,3508131,55,Suspicious
UC00081358,P00081358,2025-05-22,7578694,7490620,91,Under Review
UC00081359,P00081359,2025-07-29,1469996,1443504,80,Verified
UC00081360,P00081360,2026-01-13,885319,851061,95,Verified
UC00081361,P00081361,2026-01-14,5419199,2337743,45,Suspicious
UC00081362,P00081362,2025-11-21,1499768,1499490,92,Verified
UC00081363,P00081363,2026-02-14,4030000,3880773,99,Verified
UC00081364,P00081364,2026-04-01,1476405,1406165,96,Verified
UC00081365,P00081365,2026-04-10,1747846,1730670,95,Under Review
UC00081366,P00081366,2025-07-23,9215782,9190804,90,Verified
UC00081367,P00081367,2025-12-23,833684,555139,40,Under Review
UC00081368,P00081368,2025-04-25,521319,518027,87,Under Review
UC00081369,P00081369,2025-12-05,7894171,7554743,96,Verified
UC00081370,P00081370,2025-10-23,5820696,5812351,95,Verified
UC00081371,P00081371,2025-07-07,1080609,1045324,87,Verified
UC00081372,P00081372,2025-11-19,730000,725702,96,Under Review
UC00081373,P00081373,2025-10-06,2117352,1976160,80,Under Review
UC00081374,P00081374,2025-09-09,1086093,1056015,83,Under Review
UC00081375,P00081375,2025-09-28,1523030,1462777,97,Verified
UC00081376,P00081376,2025-10-15,4098758,4054337,89,Under Review
UC00081377,P00081377,2026-05-31,9350000,9239665,84,Under Review
UC00081378,P00081378,2025-11-09,2437110,2384988,97,Under Review
UC00081379,P00081379,2025-12-06,7279232,7060073,83,Under Review
UC00081380,P00081380,2026-03-27,585880,548269,92,Verified
UC00081381,P00081381,2025-12-15,4381482,4085669,81,Verified
UC00081382,P00081382,2026-04-11,4384968,2738129,48,Under Review
UC00081383,P00081383,2026-03-21,2630000,2594725,92,Verified
UC00081384,P00081384,2025-09-26,1747841,1721799,84,Verified
UC00081385,P00081385,2026-02-22,4687087,4577377,92,Under Review
UC00081386,P00081386,2026-01-01,2349745,2219371,99,Verified
UC00081387,P00081387,2026-05-28,1045692,1037520,83,Verified
UC00081388,P00081388,2025-11-08,1994857,1887813,91,Verified
UC00081389,P00081389,2025-07-08,4899538,4649292,95,Verified
UC00081390,P00081390,2025-11-27,1794622,1288965,59,Suspicious
UC00081391,P00081391,2026-02-05,4479831,4396941,88,Verified
UC00081392,P00081392,2026-04-01,6601811,6167928,89,Verified
UC00081393,P00081393,2025-12-06,1573161,1534760,89,Under Review
UC00081394,P00081394,2025-05-28,597024,462131,69,Suspicious
UC00081395,P00081395,2025-12-27,6083475,5972845,93,Verified
UC00081396,P00081396,2025-10-08,3345160,3335932,88,Under Review
UC00081397,P00081397,2025-06-07,3006155,2953122,82,Verified
UC00081398,P00081398,2026-01-20,478362,449076,84,Under Review
UC00081399,P00081399,2026-01-29,7603892,7228651,95,Verified
UC00081400,P00081400,2025-11-29,8663644,8052732,98,Verified
UC00081401,P00081401,2025-10-15,2950282,2867074,90,Verified
UC00081402,P00081402,2025-12-29,1901171,1802052,82,Verified
UC00081403,P00081403,2025-09-03,8747665,8319277,94,Verified
UC00081404,P00081404,2026-03-09,1145093,1119368,84,Verified
UC00081405,P00081405,2025-08-15,7013333,3644402,44,Under Review
UC00081406,P00081406,2026-02-22,1714516,1617555,90,Verified
UC00081407,P00081407,2025-05-31,2212178,2182362,81,Under Review
UC00081408,P00081408,2025-10-24,7665649,7310206,91,Verified
UC00081409,P00081409,2026-01-04,2200000,2196241,83,Under Review
UC00081410,P00081410,2026-02-06,7190000,7100247,96,Under Review
UC00081411,P00081411,2025-09-22,8138414,7981602,91,Verified
UC00081412,P00081412,2025-07-29,8299424,5004886,74,Under Review
UC00081413,P00081413,2025-07-02,2937689,2909910,93,Verified
UC00081414,P00081414,2025-09-26,2967289,2795477,97,Verified
UC00081415,P00081415,2026-01-09,8566207,8548811,98,Verified
UC00081416,P00081416,2026-03-03,7063424,6648637,97,Verified
UC00081417,P00081417,2025-08-29,5533036,5330934,95,Verified
UC00081418,P00081418,2025-09-07,1414708,1385612,95,Verified
UC00081419,P00081419,2026-03-11,6186713,6013472,83,Verified
UC00081420,P00081420,2025-06-11,6291438,6256610,96,Verified
UC00081421,P00081421,2025-11-11,2691615,2509970,93,Verified
UC00081422,P00081422,2025-07-17,3374146,3284989,81,Verified
UC00081423,P00081423,2025-10-14,4033594,3969404,91,Verified
UC00081424,P00081424,2026-04-04,9186898,8711368,89,Under Review
UC00081425,P00081425,2026-02-03,6263338,6236954,87,Under Review
UC00081426,P00081426,2026-01-08,6469432,6388325,94,Verified
UC00081427,P00081427,2025-08-10,482608,450666,84,Verified
UC00081428,P00081428,2025-07-21,597757,554378,82,Verified
UC00081429,P00081429,2025-11-14,9531561,9370250,96,Under Review
UC00081430,P00081430,2025-08-12,8690310,8330081,86,Verified
UC00081431,P00081431,2025-12-20,6921836,6545632,96,Under Review
UC00081432,P00081432,2026-03-07,8710000,8689238,99,Verified
UC00081433,P00081433,2026-01-24,3168515,3085132,90,Under Review
UC00081434,P00081434,2026-03-20,1613454,1553849,99,Verified
UC00081435,P00081435,2025-12-07,2081363,1996445,80,Verified
UC00081436,P00081436,2025-12-30,4481674,4307369,98,Verified
UC00081437,P00081437,2026-03-22,2425724,1792604,54,Under Review
UC00081438,P00081438,2026-04-22,5562811,5391365,92,Under Review
UC00081439,P00081439,2026-02-26,5849027,5627440,90,Verified
UC00081440,P00081440,2026-01-19,2749353,2728459,89,Verified
UC00081441,P00081441,2025-07-24,5754949,5365287,88,Verified
UC00081442,P00081442,2025-09-04,5505149,5323347,90,Under Review
UC00081443,P00081443,2025-12-07,8216343,7955579,87,Verified
UC00081444,P00081444,2025-12-24,8540000,8320500,90,Verified
UC00081445,P00081445,2025-08-26,6404285,5990781,89,Verified
UC00081446,P00081446,2026-05-24,4474188,4393694,84,Under Review
UC00081447,P00081447,2025-05-02,6741722,6481551,89,Verified
UC00081448,P00081448,2026-02-17,4617276,4343672,89,Under Review
UC00081449,P00081449,2025-08-18,865505,837505,82,Verified
UC00081450,P00081450,2025-09-19,1090813,1088504,91,Verified
UC00081451,P00081451,2025-12-24,3867038,3581134,92,Under Review
UC00081452,P00081452,2025-05-14,8791040,8483323,84,Verified
UC00081453,P00081453,2026-03-22,3539252,3491789,99,Verified
UC00081454,P00081454,2026-04-28,2669616,1866315,57,Suspicious
UC00081455,P00081455,2025-12-07,6250000,6198653,99,Verified
UC00081456,P00081456,2025-05-16,9055963,8538237,98,Verified
UC00081457,P00081457,2026-04-14,1113156,1064493,98,Verified
UC00081458,P00081458,2025-11-21,7459163,5207119,52,Suspicious
UC00081459,P00081459,2025-09-17,2592230,2549364,95,Verified
UC00081460,P00081460,2025-09-11,5170760,5120413,89,Verified
UC00081461,P00081461,2025-12-13,6123391,5806599,96,Verified
UC00081462,P00081462,2025-10-28,4557819,4547254,97,Verified
UC00081463,P00081463,2025-09-08,4099320,3974277,91,Verified
UC00081464,P00081464,2025-12-26,8889549,8706955,87,Verified
UC00081465,P00081465,2025-11-22,3928919,3843468,93,Under Review
UC00081466,P00081466,2026-02-12,4802474,4490965,80,Verified
UC00081467,P00081467,2026-01-20,6888931,6797344,84,Verified
UC00081468,P00081468,2026-01-26,5447520,5160719,85,Verified
UC00081469,P00081469,2025-12-03,4563685,3223601,52,Suspicious
UC00081470,P00081470,2025-11-30,670000,639247,80,Under Review
UC00081471,P00081471,2025-11-26,3240399,3188642,90,Verified
UC00081472,P00081472,2025-11-12,1199819,1183536,90,Verified
UC00081473,P00081473,2025-11-14,1548461,1473792,98,Verified
UC00081474,P00081474,2025-12-07,4413786,4147943,93,Verified
UC00081475,P00081475,2026-02-26,3710276,3530594,94,Verified
UC00081476,P00081476,2025-06-10,2160000,2144828,93,Verified
UC00081477,P00081477,2025-10-29,5747164,5537680,80,Under Review
UC00081478,P00081478,2025-10-07,6680000,6491612,83,Verified
UC00081479,P00081479,2025-12-03,5205385,5199117,96,Verified
UC00081480,P00081480,2025-11-24,5212046,5075648,100,Verified
UC00081481,P00081481,2025-10-16,7862794,7791354,85,Verified
UC00081482,P00081482,2025-07-28,624467,604597,81,Verified
UC00081483,P00081483,2025-07-05,6011826,6000086,84,Under Review
UC00081484,P00081484,2026-04-11,8043540,7968849,86,Under Review
UC00081485,P00081485,2025-11-18,4799458,4490625,89,Verified
UC00081486,P00081486,2025-11-04,3140000,3119968,88,Under Review
UC00081487,P00081487,2025-06-28,6419964,6405469,86,Verified
UC00081488,P00081488,2026-04-29,7071015,7009095,81,Verified
UC00081489,P00081489,2025-07-14,7050119,6919782,97,Verified
UC00081490,P00081490,2025-10-30,5428192,5026724,100,Under Review
UC00081491,P00081491,2026-02-14,2661657,2655118,89,Verified
UC00081492,P00081492,2025-12-28,835796,804503,98,Verified
UC00081493,P00081493,2025-11-20,5657298,5240298,93,Verified
UC00081494,P00081494,2026-01-16,3185423,3087545,98,Verified
UC00081495,P00081495,2026-05-31,8325133,7993764,82,Under Review
UC00081496,P00081496,2025-11-07,3990339,3923705,85,Verified
UC00081497,P00081497,2026-04-07,5520000,5342992,81,Verified
UC00081498,P00081498,2025-07-06,4353565,4235038,98,Verified
UC00081499,P00081499,2025-07-21,2511051,2499898,85,Verified
UC00081500,P00081500,2026-01-15,8154014,7986669,84,Verified
UC00081501,P00081501,2026-03-28,5474078,5231390,96,Under Review
UC00081502,P00081502,2026-02-21,5638711,5230817,96,Verified
UC00081503,P00081503,2025-08-02,7875224,7626536,80,Verified
UC00081504,P00081504,2026-01-11,873962,809962,82,Verified
UC00081505,P00081505,2025-10-21,7663456,7509205,87,Under Review
UC00081506,P00081506,2025-10-13,7641120,7604461,90,Under Review
UC00081507,P00081507,2026-04-01,5461338,5083353,98,Verified
UC00081508,P00081508,2026-02-01,4779260,4625790,83,Under Review
UC00081509,P00081509,2025-12-11,2873426,2013499,42,Under Review
UC00081510,P00081510,2025-10-20,4705591,3595133,56,Under Review
UC00081511,P00081511,2025-11-01,3028126,2833037,96,Verified
UC00081512,P00081512,2026-01-10,2109861,2064405,80,Verified
UC00081513,P00081513,2025-12-09,2864205,2729955,92,Verified
UC00081514,P00081514,2025-08-20,6245022,6120372,91,Under Review
UC00081515,P00081515,2026-01-23,1100921,617200,63,Under Review
UC00081516,P00081516,2025-06-03,4609151,4285345,80,Verified
UC00081517,P00081517,2026-03-30,5413703,5282675,96,Verified
UC00081518,P00081518,2025-10-14,1928980,919617,71,Suspicious
UC00081519,P00081519,2025-10-08,7314955,6992211,92,Under Review
UC00081520,P00081520,2025-06-27,5975992,5702747,87,Verified
UC00081521,P00081521,2026-06-15,3346129,3301447,100,Verified
UC00081522,P00081522,2025-08-12,2246542,2194116,88,Verified
UC00081523,P00081523,2025-09-19,2085760,2084104,84,Verified
UC00081524,P00081524,2025-12-29,3224826,3024615,87,Verified
UC00081525,P00081525,2025-10-10,7880000,7847345,84,Verified
UC00081526,P00081526,2026-05-07,3706473,3446580,83,Verified
UC00081527,P00081527,2025-09-25,5524657,5392808,94,Under Review
UC00081528,P00081528,2025-11-07,7022044,6848014,87,Under Review
UC00081529,P00081529,2025-10-07,9140000,9059886,89,Verified
UC00081530,P00081530,2025-10-15,7599194,7519542,81,Verified
UC00081531,P00081531,2025-10-10,3317674,3243513,88,Verified
UC00081532,P00081532,2025-11-28,1724254,1689957,100,Under Review
UC00081533,P00081533,2026-04-15,1559716,1508027,87,Under Review
UC00081534,P00081534,2026-04-05,2171507,2144611,86,Under Review
UC00081535,P00081535,2025-08-03,670364,663193,97,Verified
UC00081536,P00081536,2025-10-17,3250000,3153637,87,Verified
UC00081537,P00081537,2025-09-13,1313660,1230466,90,Verified
UC00081538,P00081538,2025-11-13,8898922,8642775,88,Verified
UC00081539,P00081539,2025-12-04,3175568,3145378,84,Under Review
UC00081540,P00081540,2025-12-19,8706561,8136877,100,Verified
UC00081541,P00081541,2026-01-12,8772825,8247755,80,Verified
UC00081542,P00081542,2026-03-22,749267,729035,90,Verified
UC00081543,P00081543,2025-08-28,5625286,5607202,85,Under Review
UC00081544,P00081544,2025-09-16,6900000,6700501,85,Verified
UC00081545,P00081545,2025-10-17,2177841,1493819,65,Suspicious
UC00081546,P00081546,2025-09-30,8602206,8578239,82,Verified
UC00081547,P00081547,2025-12-30,5934812,5532798,91,Verified
UC00081548,P00081548,2026-05-10,6469929,6192521,85,Under Review
UC00081549,P00081549,2026-03-22,7818921,5104983,75,Under Review
UC00081550,P00081550,2026-05-28,7763527,7735392,85,Under Review
UC00081551,P00081551,2025-09-23,4540000,4533490,85,Verified
UC00081552,P00081552,2025-08-17,9170000,8722849,94,Verified
UC00081553,P00081553,2026-03-09,580000,576983,97,Verified
UC00081554,P00081554,2025-10-22,798760,779957,89,Under Review
UC00081555,P00081555,2025-12-18,3536653,3464596,88,Verified
UC00081556,P00081556,2025-09-23,7233163,7186038,91,Verified
UC00081557,P00081557,2025-10-22,3833382,2392430,43,Suspicious
UC00081558,P00081558,2025-11-20,868552,868281,86,Verified
UC00081559,P00081559,2025-11-04,1324824,1272921,89,Verified
UC00081560,P00081560,2025-11-13,8196049,7995943,94,Verified
UC00081561,P00081561,2025-09-17,8052483,7790278,83,Verified
UC00081562,P00081562,2026-06-08,9336688,9087518,80,Verified
UC00081563,P00081563,2025-11-24,5826935,5451396,92,Verified
UC00081564,P00081564,2025-12-24,5253238,5189051,84,Verified
UC00081565,P00081565,2025-12-15,2720675,2612615,90,Under Review
UC00081566,P00081566,2025-10-13,3013947,3008242,86,Verified
UC00081567,P00081567,2025-07-22,6981038,6567441,93,Under Review
UC00081568,P00081568,2025-10-18,7287983,6806547,82,Under Review
UC00081569,P00081569,2025-07-24,4088735,3940086,81,Verified
UC00081570,P00081570,2025-10-04,6753387,6579304,81,Under Review
UC00081571,P00081571,2026-04-04,2492196,1775534,72,Suspicious
UC00081572,P00081572,2026-04-04,1500107,1473495,90,Under Review
UC00081573,P00081573,2026-01-08,5209903,5206072,80,Verified
UC00081574,P00081574,2025-07-30,6622111,6253323,95,Verified
UC00081575,P00081575,2025-08-30,3035772,2892972,83,Verified
UC00081576,P00081576,2025-10-17,3810071,3772828,90,Verified
UC00081577,P00081577,2025-08-15,4458307,4260233,96,Verified
UC00081578,P00081578,2025-10-19,5050860,4726615,92,Verified
UC00081579,P00081579,2025-10-20,5746081,3041011,60,Suspicious
UC00081580,P00081580,2025-05-20,5064657,5061995,86,Verified
UC00081581,P00081581,2025-10-24,7072783,6744044,80,Verified
UC00081582,P00081582,2026-02-16,4650298,4324624,95,Verified
UC00081583,P00081583,2025-10-05,5481396,5088332,95,Verified
UC00081584,P00081584,2025-12-05,973274,949338,83,Verified
UC00081585,P00081585,2025-07-12,2202758,2084939,93,Verified
UC00081586,P00081586,2025-08-07,6663418,6601404,97,Verified
UC00081587,P00081587,2025-11-02,4110000,4109300,93,Verified
UC00081588,P00081588,2025-11-02,4923892,4633228,92,Under Review
UC00081589,P00081589,2025-12-19,7808856,7231558,97,Under Review
UC00081590,P00081590,2025-07-14,7861386,7724480,91,Under Review
UC00081591,P00081591,2026-02-13,856260,850425,85,Verified
UC00081592,P00081592,2026-04-03,4383799,4311017,80,Verified
UC00081593,P00081593,2025-12-14,1206004,1204196,89,Verified
UC00081594,P00081594,2025-07-28,7743136,7505475,84,Verified
UC00081595,P00081595,2026-04-13,3102514,2957918,91,Verified
UC00081596,P00081596,2025-12-17,5263970,5103227,81,Verified
UC00081597,P00081597,2025-07-08,1420392,1414679,84,Under Review
UC00081598,P00081598,2026-05-06,1439924,1373096,93,Verified
UC00081599,P00081599,2025-12-18,6157089,5773541,97,Verified
UC00081600,P00081600,2025-06-22,6576068,6219815,81,Verified
UC00081601,P00081601,2025-07-29,5363956,4996200,84,Verified
UC00081602,P00081602,2025-08-26,4010769,3718606,94,Verified
UC00081603,P00081603,2025-10-05,5361565,5307423,89,Verified
UC00081604,P00081604,2025-11-16,5708958,4083270,48,Suspicious
UC00081605,P00081605,2025-10-15,1477073,1368827,95,Verified
UC00081606,P00081606,2025-11-10,778561,741751,98,Verified
UC00081607,P00081607,2025-06-01,6874384,6792041,98,Verified
UC00081608,P00081608,2026-01-25,2638391,2529448,82,Verified
UC00081609,P00081609,2025-09-11,6308452,3200176,73,Under Review
UC00081610,P00081610,2026-05-04,4147401,4085037,91,Verified
UC00081611,P00081611,2026-06-24,8212088,8187371,81,Verified
UC00081612,P00081612,2025-08-30,8594708,8530437,100,Verified
UC00081613,P00081613,2025-12-25,1746992,1679190,88,Verified
UC00081614,P00081614,2026-04-21,1010000,964546,97,Under Review
UC00081615,P00081615,2025-09-05,1747875,1711410,92,Verified
UC00081616,P00081616,2025-12-21,8102655,8020710,96,Verified
UC00081617,P00081617,2025-09-11,5025145,4802859,99,Verified
UC00081618,P00081618,2025-06-09,5690000,5492526,89,Verified
UC00081619,P00081619,2026-03-03,440721,435832,81,Under Review
UC00081620,P00081620,2025-12-26,965547,670534,64,Under Review
UC00081621,P00081621,2025-07-07,7508830,7017801,96,Verified
UC00081622,P00081622,2025-06-07,2718348,2589187,82,Verified
UC00081623,P00081623,2026-01-27,3533085,3429034,88,Verified
UC00081624,P00081624,2026-03-22,7367779,4791558,66,Under Review
UC00081625,P00081625,2026-02-01,5129442,4793762,90,Under Review
UC00081626,P00081626,2025-11-01,7850000,7741907,100,Verified
UC00081627,P00081627,2025-10-21,5791080,5471502,92,Verified
UC00081628,P00081628,2025-12-03,3352356,3234107,86,Under Review
UC00081629,P00081629,2026-03-27,4562262,4233791,92,Verified
UC00081630,P00081630,2025-12-31,6570000,6267732,90,Under Review
UC00081631,P00081631,2025-08-11,4430000,4410249,91,Verified
UC00081632,P00081632,2025-11-12,5238437,5111818,99,Under Review
UC00081633,P00081633,2025-12-04,2026004,1949814,91,Verified
UC00081634,P00081634,2026-01-20,7660512,7440624,96,Under Review
UC00081635,P00081635,2026-02-13,2760000,2629755,80,Verified
UC00081636,P00081636,2025-11-03,6542929,6377942,91,Verified
UC00081637,P00081637,2025-06-23,9840000,9385780,83,Under Review
UC00081638,P00081638,2026-01-24,4569420,4565656,100,Verified
UC00081639,P00081639,2025-11-23,4007755,3874230,86,Under Review
UC00081640,P00081640,2026-04-08,8020000,7993178,80,Verified
UC00081641,P00081641,2026-01-01,1499267,1411501,95,Verified
UC00081642,P00081642,2025-09-28,8678153,8316615,82,Verified
UC00081643,P00081643,2025-10-28,1646377,1643594,97,Verified
UC00081644,P00081644,2025-06-13,5436398,5346452,88,Under Review
UC00081645,P00081645,2025-08-21,1260413,1217895,83,Verified
UC00081646,P00081646,2025-09-10,7410084,7210173,87,Verified
UC00081647,P00081647,2026-01-01,1303251,1237629,91,Verified
UC00081648,P00081648,2025-05-02,2385787,1227138,68,Suspicious
UC00081649,P00081649,2025-11-03,7847029,5908352,60,Suspicious
UC00081650,P00081650,2026-01-16,4339593,1993246,60,Under Review
UC00081651,P00081651,2025-10-21,1020000,1005509,100,Verified
UC00081652,P00081652,2025-08-21,3482844,3286396,88,Under Review
UC00081653,P00081653,2026-04-18,2498529,2491459,87,Verified
UC00081654,P00081654,2025-12-19,8212467,4536229,40,Under Review
UC00081655,P00081655,2025-11-10,827396,771024,90,Under Review
UC00081656,P00081656,2026-05-06,3750000,3693250,100,Verified
UC00081657,P00081657,2026-05-27,6331339,6255066,100,Verified
UC00081658,P00081658,2026-03-04,1564937,708215,75,Under Review
UC00081659,P00081659,2025-12-12,7548351,7184060,80,Verified
UC00081660,P00081660,2026-03-05,8669438,8111307,85,Verified
UC00081661,P00081661,2026-02-07,3251125,3050813,97,Verified
UC00081662,P00081662,2025-12-11,4836171,2018177,41,Suspicious
UC00081663,P00081663,2026-02-09,4743039,4409950,100,Verified
UC00081664,P00081664,2026-04-17,5320323,5142155,83,Under Review
UC00081665,P00081665,2026-04-13,8334793,7763809,90,Verified
UC00081666,P00081666,2025-09-14,9690000,9288655,98,Verified
UC00081667,P00081667,2025-09-27,8820248,5224284,45,Suspicious
UC00081668,P00081668,2025-09-20,2630669,2544305,87,Verified
UC00081669,P00081669,2025-07-19,7264811,7101202,92,Verified
UC00081670,P00081670,2025-10-31,9570000,9448964,80,Under Review
UC00081671,P00081671,2026-03-24,3835530,3763806,87,Verified
UC00081672,P00081672,2025-11-14,9040000,8877490,91,Verified
UC00081673,P00081673,2025-11-06,7459883,7139849,91,Verified
UC00081674,P00081674,2026-01-29,427810,419361,95,Verified
UC00081675,P00081675,2025-11-19,8923861,8411603,87,Verified
UC00081676,P00081676,2025-06-28,7660000,7599809,96,Under Review
UC00081677,P00081677,2026-01-17,2943171,2230234,49,Suspicious
UC00081678,P00081678,2026-02-23,2184409,2123984,89,Verified
UC00081679,P00081679,2025-08-10,1735999,1611020,98,Verified
UC00081680,P00081680,2025-08-02,2180823,2105268,91,Verified
UC00081681,P00081681,2025-09-26,480636,451732,99,Under Review
UC00081682,P00081682,2025-09-13,2276827,2211220,82,Verified
UC00081683,P00081683,2025-06-07,7234113,7230911,84,Under Review
UC00081684,P00081684,2026-01-03,4388682,4365301,92,Verified
UC00081685,P00081685,2025-05-15,5643555,5498523,85,Verified
UC00081686,P00081686,2025-12-22,4079380,3832215,99,Under Review
UC00081687,P00081687,2026-05-01,8090000,7833716,98,Verified
UC00081688,P00081688,2025-10-28,3046718,3007738,91,Verified
UC00081689,P00081689,2026-01-31,2101046,1213188,62,Suspicious
UC00081690,P00081690,2025-08-31,6911469,6800261,96,Verified
